Project,Function,CYCLE,LATENCY,BRAM,DSP,FF,LUT,BRAM_Utilization,LUT_Utilization,FF_Utilization,DSP_Utilization
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_64_1,Overall,23572847,0.236 sec,1371,408,42157,75883,75.16447368421053,27.69,7.6906377699941615,16.19
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_64_16,Overall,10269043,0.103 sec,1395,428,45897,81041,76.48026315789474,29.57,8.372920315236428,16.98
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_64_64,Overall,10006899,0.100 sec,1395,428,56977,96696,76.48026315789474,35.28,10.394227962638645,16.98
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_64_128,Overall,10006899,0.100 sec,1523,428,71344,117801,83.49780701754386,42.98,13.015178050204321,16.98
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_1_1,Overall,39887198,0.399 sec,1347,148,45778,86355,73.84868421052632,31.51,8.351211325160538,5.87
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_1_16,Overall,28486486,0.285 sec,1371,168,49124,90608,75.16447368421053,33.06,8.961617046117922,6.67
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_1_64,Overall,28224342,0.282 sec,1371,168,59756,105207,75.16447368421053,38.39,10.901196730881495,6.67
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_1_128,Overall,28224342,0.282 sec,1499,168,73611,124904,82.18201754385966,45.57,13.42874343257443,6.67
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_16_1,Overall,26389831,0.264 sec,1371,176,46437,88278,75.16447368421053,32.21,8.471431698774081,6.98
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_16_16,Overall,14923071,0.149 sec,1395,196,50028,92873,76.48026315789474,33.89,9.126532399299474,7.78
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_16_64,Overall,14660927,0.147 sec,1395,196,61108,107472,76.48026315789474,39.21,11.147840046701694,7.78
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_16_128,Overall,14660927,0.147 sec,1523,196,75475,127169,83.49780701754386,46.4,13.768790134267366,7.78
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_64_1,Overall,23507311,0.235 sec,1371,408,51091,98906,75.16447368421053,36.09,9.320453882078224,16.19
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_64_16,Overall,10203507,0.102 sec,1395,428,54831,104064,76.48026315789474,37.97,10.002736427320489,16.98
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_64_64,Overall,9941363,99.414 ms,1395,428,65911,119719,76.48026315789474,43.68,12.02404407472271,16.98
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_64_128,Overall,9941363,99.414 ms,1523,428,80278,140824,83.49780701754386,51.38,14.644994162288382,16.98
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_1_1,Overall,37069192,0.371 sec,1859,3148,145629,169540,101.91885964912282,61.86,26.566878283712786,124.92
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_1_16,Overall,25274756,0.253 sec,1883,3168,149257,174535,103.23464912280701,63.68,27.22872883829539,125.71
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_1_64,Overall,25012612,0.250 sec,1883,3168,159891,190046,103.23464912280701,69.34,29.168673380035028,125.71
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_1_128,Overall,25012612,0.250 sec,2011,3168,173747,210959,110.25219298245614,76.97,31.696402510215993,125.71
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_16_1,Overall,23178100,0.232 sec,1883,3176,146565,172124,103.23464912280701,62.8,26.737631348511382,126.03
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_16_16,Overall,11645804,0.116 sec,1907,3196,150054,177036,104.55043859649122,64.59,27.374124343257446,126.83
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_16_64,Overall,11383660,0.114 sec,1907,3196,160688,192547,104.55043859649122,70.25,29.31406888499708,126.83
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_16_128,Overall,11383660,0.114 sec,2035,3196,174544,213460,111.56798245614034,77.88,31.841798015178053,126.83
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_64_1,Overall,20295580,0.203 sec,1883,3408,151219,183518,103.23464912280701,66.96,27.58665353181553,135.24
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_64_16,Overall,6926240,69.262 ms,1907,3428,154857,188986,104.55043859649122,68.95,28.25032837127846,136.03
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_64_64,Overall,6664096,66.641 ms,1907,3428,165491,205553,104.55043859649122,75.0,30.190272913018095,136.03
ATTN_config_256_256_4_64_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_64_128,Overall,6664096,66.641 ms,2035,3428,179347,227874,111.56798245614034,83.14,32.71800204319907,136.03
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_1_1,Overall,53131844,0.531 sec,1299,88,27363,39923,71.2171052631579,14.57,4.991790718038529,3.49
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_1_16,Overall,40353343,0.404 sec,1323,108,30804,44198,72.5328947368421,16.13,5.619527145359019,4.29
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_1_64,Overall,40091199,0.401 sec,1323,108,41436,58793,72.5328947368421,21.45,7.559106830122592,4.29
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_1_128,Overall,40091199,0.401 sec,1451,108,55291,78489,79.55043859649122,28.64,10.086653531815529,4.29
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_1_256,Overall,41189225,0.412 sec,1579,1108,87572,99029,86.56798245614034,36.13,15.975627553998834,43.97
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_16_1,Overall,39632426,0.396 sec,1323,116,28114,41881,72.5328947368421,15.28,5.12879451255108,4.6
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_16_16,Overall,26591272,0.266 sec,1347,136,31709,46465,73.84868421052632,16.95,5.784624927028605,5.4
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_16_64,Overall,26329128,0.263 sec,1347,136,42789,61060,73.84868421052632,22.28,7.805932574430822,5.4
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_16_128,Overall,26329128,0.263 sec,1475,136,57156,80756,80.86622807017544,29.46,10.426882661996498,5.4
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_16_256,Overall,27427154,0.274 sec,1603,1136,90333,101296,87.88377192982456,36.96,16.479312609457093,45.08
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_64_1,Overall,39370282,0.394 sec,1323,116,32408,50804,72.5328947368421,18.54,5.912142440163456,4.6
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_64_16,Overall,26329128,0.263 sec,1347,136,36007,55390,73.84868421052632,20.21,6.568702568593111,5.4
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_64_64,Overall,26066984,0.261 sec,1347,136,47087,69985,73.84868421052632,25.53,8.59001021599533,5.4
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_64_128,Overall,26066984,0.261 sec,1475,136,61454,89681,80.86622807017544,32.72,11.210960303561004,5.4
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__1_64_256,Overall,27165010,0.272 sec,1603,1136,94567,110221,87.88377192982456,40.21,17.251714827787506,45.08
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_1_1,Overall,39500357,0.395 sec,1347,140,29884,45720,73.84868421052632,16.68,5.451692936368943,5.56
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_1_16,Overall,26787391,0.268 sec,1371,160,33432,49946,75.16447368421053,18.22,6.0989492119089315,6.35
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_1_64,Overall,26525247,0.265 sec,1371,160,44064,64541,75.16447368421053,23.55,8.038528896672505,6.35
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_1_128,Overall,26525247,0.265 sec,1499,160,57919,84237,82.18201754385966,30.73,10.56607559836544,6.35
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_1_256,Overall,27623273,0.276 sec,1627,1160,90192,104777,89.19956140350878,38.23,16.453590192644484,46.03
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_16_1,Overall,26066474,0.261 sec,1371,168,30734,47629,75.16447368421053,17.38,5.606757151196731,6.67
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_16_16,Overall,13025320,0.130 sec,1395,188,34321,52213,76.48026315789474,19.05,6.261128137769995,7.46
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_16_64,Overall,12763176,0.128 sec,1395,188,45401,66808,76.48026315789474,24.38,8.282435785172213,7.46
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_16_128,Overall,12763176,0.128 sec,1523,188,59768,86504,83.49780701754386,31.56,10.903385872737886,7.46
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_16_256,Overall,13861202,0.139 sec,1651,1188,92945,107044,90.51535087719299,39.06,16.955815820198485,47.14
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_64_1,Overall,25804330,0.258 sec,1371,168,35028,56552,75.16447368421053,20.63,6.390105078809107,6.67
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_64_16,Overall,12763176,0.128 sec,1395,188,38619,61138,76.48026315789474,22.31,7.045205779334501,7.46
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_64_64,Overall,12501032,0.125 sec,1395,188,49699,75733,76.48026315789474,27.63,9.06651342673672,7.46
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_64_128,Overall,12501032,0.125 sec,1523,188,64066,95429,83.49780701754386,34.82,11.687463514302394,7.46
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__16_64_256,Overall,13599058,0.136 sec,1651,1188,97179,115969,90.51535087719299,42.31,17.728218038528897,47.14
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_1_1,Overall,39238213,0.392 sec,1347,148,36736,63319,73.84868421052632,23.1,6.701692936368943,5.87
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_1_16,Overall,26525247,0.265 sec,1371,168,40180,67547,75.16447368421053,24.64,7.329976649153531,6.67
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_1_64,Overall,26263103,0.263 sec,1371,168,50812,82142,75.16447368421053,29.97,9.269556333917105,6.67
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_1_128,Overall,26263103,0.263 sec,1499,168,64667,101838,82.18201754385966,37.16,11.797103035610041,6.67
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_1_256,Overall,27361129,0.274 sec,1627,1168,96940,122378,89.19956140350878,44.65,17.684617629889082,46.35
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_16_1,Overall,25804330,0.258 sec,1371,176,37482,65230,75.16447368421053,23.8,6.837784588441331,6.98
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_16_16,Overall,12763176,0.128 sec,1395,196,41069,69814,76.48026315789474,25.47,7.4921555750145945,7.78
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_16_64,Overall,12501032,0.125 sec,1395,196,52149,84409,76.48026315789474,30.8,9.513463222416812,7.78
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_16_128,Overall,12501032,0.125 sec,1523,196,66516,104105,83.49780701754386,37.98,12.134413309982486,7.78
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_16_256,Overall,13599058,0.136 sec,1651,1196,99693,124645,90.51535087719299,45.48,18.186843257443083,47.46
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_64_1,Overall,25542186,0.255 sec,1371,176,41776,74153,75.16447368421053,27.06,7.621132516053707,6.98
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_64_16,Overall,12501032,0.125 sec,1395,196,45367,78739,76.48026315789474,28.73,8.2762332165791,7.78
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_64_64,Overall,12238888,0.122 sec,1395,196,56447,93334,76.48026315789474,34.05,10.29754086398132,7.78
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_64_128,Overall,12238888,0.122 sec,1523,196,70814,113030,83.49780701754386,41.24,12.918490951546993,7.78
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__64_64_256,Overall,13336914,0.133 sec,1651,1196,103927,133570,90.51535087719299,48.73,18.959245475773496,47.46
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_1_1,Overall,39238213,0.392 sec,1347,148,45765,86337,73.84868421052632,31.5,8.348839754816112,5.87
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_1_16,Overall,26459711,0.265 sec,1371,168,49114,90570,75.16447368421053,33.05,8.959792761237594,6.67
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_1_64,Overall,26197567,0.262 sec,1371,168,59746,105165,75.16447368421053,38.37,10.899372446001168,6.67
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_1_128,Overall,26197567,0.262 sec,1499,168,73601,124861,82.18201754385966,45.56,13.426919147694106,6.67
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_1_256,Overall,27295593,0.273 sec,1627,1168,105874,145401,89.19956140350878,53.05,19.314433741973147,46.35
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_16_1,Overall,25738794,0.257 sec,1371,176,46416,88253,75.16447368421053,32.2,8.467600700525393,6.98
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_16_16,Overall,12697640,0.127 sec,1395,196,50003,92837,76.48026315789474,33.87,9.121971687098657,7.78
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_16_64,Overall,12435496,0.124 sec,1395,196,61083,107432,76.48026315789474,39.2,11.143279334500876,7.78
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_16_128,Overall,12435496,0.124 sec,1523,196,75450,127128,83.49780701754386,46.38,13.76422942206655,7.78
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_16_256,Overall,13533522,0.135 sec,1651,1196,108627,147668,90.51535087719299,53.88,19.816659369527144,47.46
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_64_1,Overall,25476650,0.255 sec,1371,176,50710,97176,75.16447368421053,35.46,9.25094862813777,6.98
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_64_16,Overall,12435496,0.124 sec,1395,196,54301,101762,76.48026315789474,37.13,9.906049328663164,7.78
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_64_64,Overall,12173352,0.122 sec,1395,196,65381,116357,76.48026315789474,42.45,11.927356976065383,7.78
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_64_128,Overall,12173352,0.122 sec,1523,196,79748,136053,83.49780701754386,49.64,14.548307063631057,7.78
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__128_64_256,Overall,13271378,0.133 sec,1651,1196,112861,156593,90.51535087719299,57.13,20.58906158785756,47.46
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_1_1,Overall,36420207,0.364 sec,1859,3148,145616,169522,101.91885964912282,61.85,26.564506713368356,124.92
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_1_16,Overall,23247981,0.232 sec,1883,3168,149247,174498,103.23464912280701,63.67,27.22690455341506,125.71
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_1_64,Overall,22985837,0.230 sec,1883,3168,159881,190005,103.23464912280701,69.32,29.166849095154703,125.71
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_1_128,Overall,22985837,0.230 sec,2011,3168,173737,210917,110.25219298245614,76.95,31.69457822533567,125.71
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_1_256,Overall,24083863,0.241 sec,2139,4168,205987,233857,117.26973684210526,85.32,37.577896964389964,165.4
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_16_1,Overall,22527063,0.225 sec,1883,3176,146544,172105,103.23464912280701,62.79,26.733800350262698,126.03
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_16_16,Overall,9420373,94.204 ms,1907,3196,150029,176994,104.55043859649122,64.58,27.369563631056625,126.83
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_16_64,Overall,9158229,91.582 ms,1907,3196,160663,192501,104.55043859649122,70.24,29.30950817279626,126.83
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_16_128,Overall,9158229,91.582 ms,2035,3196,174519,213413,111.56798245614034,77.87,31.837237302977233,126.83
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_16_256,Overall,10256255,0.103 sec,2163,4196,206754,236353,118.58552631578947,86.24,37.71781961471103,166.51
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_64_1,Overall,22264919,0.223 sec,1883,3176,150838,181796,103.23464912280701,66.33,27.517148277875076,126.03
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_64_16,Overall,9158229,91.582 ms,1907,3196,154327,186687,104.55043859649122,68.11,28.153641272621133,126.83
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_64_64,Overall,8896085,88.961 ms,1907,3196,164961,202194,104.55043859649122,73.77,30.093585814360768,126.83
ATTN_config_256_256_1_256_1_rms_norm_True_DROPTrue_0.1_ap_fixed_32_10__256_64_128,Overall,8896085,88.961 ms,2035,3196,178817,223106,111.56798245614034,81.4,32.62131494454174,126.83
