Project,Function,CYCLE,LATENCY,BRAM,DSP,FF,LUT,BRAM_Utilization,LUT_Utilization,FF_Utilization,DSP_Utilization
GEMM_config_M256_K256_N256_UM1_UK8_UN1_ikj_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,207500,2.075 ms,132,17,4234,6693,7.236842105263158,2.44,0.7724022183304144,0.67
GEMM_config_M256_K256_N256_UM1_UK8_UN1_jik_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,17041726,0.170 sec,192,10,3753,6673,10.526315789473683,2.43,0.6846541155866901,0.4
GEMM_config_M256_K256_N256_UM1_UK8_UN1_jik_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,17041995,0.170 sec,193,10,3664,6732,10.581140350877192,2.46,0.6684179801517806,0.4
GEMM_config_M256_K256_N256_UM1_UK8_UN1_jik_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,264840,2.648 ms,132,17,4243,6543,7.236842105263158,2.39,0.7740440747227086,0.67
GEMM_config_M256_K256_N256_UM1_UK8_UN1_jki_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,17041726,0.170 sec,192,10,3753,6673,10.526315789473683,2.43,0.6846541155866901,0.4
GEMM_config_M256_K256_N256_UM1_UK8_UN1_jki_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,17041995,0.170 sec,193,10,3664,6732,10.581140350877192,2.46,0.6684179801517806,0.4
GEMM_config_M256_K256_N256_UM1_UK8_UN1_jki_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,264840,2.648 ms,132,17,4243,6543,7.236842105263158,2.39,0.7740440747227086,0.67
GEMM_config_M256_K256_N256_UM1_UK8_UN1_kij_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,17039681,0.170 sec,192,10,2932,4906,10.526315789473683,1.79,0.5348803269118505,0.4
GEMM_config_M256_K256_N256_UM1_UK8_UN1_kij_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,17039689,0.170 sec,193,10,3263,5226,10.581140350877192,1.91,0.5952641564506713,0.4
GEMM_config_M256_K256_N256_UM1_UK8_UN1_kij_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,207500,2.075 ms,132,17,4234,6693,7.236842105263158,2.44,0.7724022183304144,0.67
GEMM_config_M256_K256_N256_UM1_UK8_UN1_kji_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,17507390,0.175 sec,192,10,3807,5509,10.526315789473683,2.01,0.6945052539404554,0.4
GEMM_config_M256_K256_N256_UM1_UK8_UN1_kji_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,17507659,0.175 sec,193,10,3718,5585,10.581140350877192,2.04,0.6782691185055458,0.4
GEMM_config_M256_K256_N256_UM1_UK8_UN1_kji_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,264840,2.648 ms,132,17,4243,6543,7.236842105263158,2.39,0.7740440747227086,0.67
GEMM_config_M256_K256_N256_UM1_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,2712414,27.124 ms,194,80,5520,10485,10.635964912280702,3.83,1.0070052539404553,3.17
GEMM_config_M256_K256_N256_UM1_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,2770251,27.703 ms,196,73,5409,10088,10.74561403508772,3.68,0.9867556917688267,2.9
GEMM_config_M256_K256_N256_UM1_UK8_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,150156,1.502 ms,131,73,4648,10551,7.182017543859649,3.85,0.8479276123759486,2.9
GEMM_config_M256_K256_N256_UM1_UK8_UN8_ikj_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,17400670,0.174 sec,194,80,5737,9793,10.635964912280702,3.57,1.0465922358435493,3.17
GEMM_config_M256_K256_N256_UM1_UK8_UN8_ikj_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,17458507,0.175 sec,196,73,5626,9404,10.74561403508772,3.43,1.0263426736719206,2.9
GEMM_config_M256_K256_N256_UM1_UK8_UN8_ikj_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,150156,1.502 ms,131,73,4648,10551,7.182017543859649,3.85,0.8479276123759486,2.9
GEMM_config_M256_K256_N256_UM1_UK8_UN8_jik_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,2305943,23.059 ms,194,80,6260,13145,10.635964912280702,4.8,1.1420023350846469,3.17
GEMM_config_M256_K256_N256_UM1_UK8_UN8_jik_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,2306404,23.064 ms,196,73,6048,11857,10.74561403508772,4.33,1.1033274956217163,2.9
GEMM_config_M256_K256_N256_UM1_UK8_UN8_jik_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,266725,2.667 ms,131,73,6514,11527,7.182017543859649,4.21,1.1883391710449502,2.9
GEMM_config_M256_K256_N256_UM1_UK8_UN8_jki_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,17451833,0.175 sec,194,80,11170,17557,10.635964912280702,6.41,2.0377262113251606,3.17
GEMM_config_M256_K256_N256_UM1_UK8_UN8_jki_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,17452294,0.175 sec,196,73,10958,16270,10.74561403508772,5.94,1.9990513718622298,2.9
GEMM_config_M256_K256_N256_UM1_UK8_UN8_jki_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,266725,2.667 ms,131,73,6514,11527,7.182017543859649,4.21,1.1883391710449502,2.9
GEMM_config_M256_K256_N256_UM1_UK8_UN8_kij_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,16927200,0.169 sec,194,80,5947,11288,10.635964912280702,4.12,1.0849022183304144,3.17
GEMM_config_M256_K256_N256_UM1_UK8_UN8_kij_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,16985037,0.170 sec,196,73,5836,10891,10.74561403508772,3.97,1.0646526561587857,2.9
GEMM_config_M256_K256_N256_UM1_UK8_UN8_kij_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,150156,1.502 ms,131,73,4648,10551,7.182017543859649,3.85,0.8479276123759486,2.9
GEMM_config_M256_K256_N256_UM1_UK8_UN8_kji_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,17451833,0.175 sec,194,80,11170,17557,10.635964912280702,6.41,2.0377262113251606,3.17
GEMM_config_M256_K256_N256_UM1_UK8_UN8_kji_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,17452294,0.175 sec,196,73,10958,16270,10.74561403508772,5.94,1.9990513718622298,2.9
GEMM_config_M256_K256_N256_UM1_UK8_UN8_kji_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,266725,2.667 ms,131,73,6514,11527,7.182017543859649,4.21,1.1883391710449502,2.9
GEMM_config_M256_K256_N256_UM8_UK1_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,16986585,0.170 sec,191,17,4507,8826,10.471491228070176,3.22,0.8222051955633392,0.67
GEMM_config_M256_K256_N256_UM8_UK1_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,16986662,0.170 sec,191,24,4936,9398,10.471491228070176,3.43,0.9004670169293637,0.95
GEMM_config_M256_K256_N256_UM8_UK1_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,395880,3.959 ms,127,17,5573,11783,6.962719298245614,4.3,1.0166739638061881,0.67
GEMM_config_M256_K256_N256_UM8_UK1_UN1_ikj_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,16986585,0.170 sec,191,17,6195,10042,10.471491228070176,3.66,1.1301444833625218,0.67
GEMM_config_M256_K256_N256_UM8_UK1_UN1_ikj_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,16986662,0.170 sec,191,24,6624,10614,10.471491228070176,3.87,1.2084063047285465,0.95
GEMM_config_M256_K256_N256_UM8_UK1_UN1_ikj_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,395880,3.959 ms,127,17,5573,11783,6.962719298245614,4.3,1.0166739638061881,0.67
GEMM_config_M256_K256_N256_UM8_UK1_UN1_jik_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,17450432,0.175 sec,191,17,3968,6839,10.471491228070176,2.5,0.7238762405137186,0.67
GEMM_config_M256_K256_N256_UM8_UK1_UN1_jik_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,17393133,0.174 sec,191,24,4317,7454,10.471491228070176,2.72,0.7875437828371279,0.95
GEMM_config_M256_K256_N256_UM8_UK1_UN1_jik_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,262991,2.630 ms,127,17,4017,6401,6.962719298245614,2.34,0.7328152364273205,0.67
GEMM_config_M256_K256_N256_UM8_UK1_UN1_jki_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,2302273,23.023 ms,191,17,3200,5638,10.471491228070176,2.06,0.5837711617046117,0.67
GEMM_config_M256_K256_N256_UM8_UK1_UN1_jki_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,2244937,22.449 ms,191,24,3547,6177,10.471491228070176,2.25,0.6470738470519557,0.95
GEMM_config_M256_K256_N256_UM8_UK1_UN1_jki_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,262991,2.630 ms,127,17,4017,6401,6.962719298245614,2.34,0.7328152364273205,0.67
GEMM_config_M256_K256_N256_UM8_UK1_UN1_kij_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,17460055,0.175 sec,191,17,4930,7531,10.471491228070176,2.75,0.8993724460011676,0.67
GEMM_config_M256_K256_N256_UM8_UK1_UN1_kij_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,17460132,0.175 sec,191,24,5359,8104,10.471491228070176,2.96,0.9776342673671921,0.95
GEMM_config_M256_K256_N256_UM8_UK1_UN1_kij_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,395880,3.959 ms,127,17,5573,11783,6.962719298245614,4.3,1.0166739638061881,0.67
GEMM_config_M256_K256_N256_UM8_UK1_UN1_kji_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,2302273,23.023 ms,191,17,3200,5638,10.471491228070176,2.06,0.5837711617046117,0.67
GEMM_config_M256_K256_N256_UM8_UK1_UN1_kji_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,2244937,22.449 ms,191,24,3547,6177,10.471491228070176,2.25,0.6470738470519557,0.95
GEMM_config_M256_K256_N256_UM8_UK1_UN1_kji_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,262991,2.630 ms,127,17,4017,6401,6.962719298245614,2.34,0.7328152364273205,0.67
GEMM_config_M256_K256_N256_UM8_UK1_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,2241785,22.418 ms,194,136,6045,14992,10.635964912280702,5.47,1.1027802101576183,5.4
GEMM_config_M256_K256_N256_UM8_UK1_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,2299430,22.994 ms,194,136,7337,14693,10.635964912280702,5.36,1.3384778166958553,5.4
GEMM_config_M256_K256_N256_UM8_UK1_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,273000,2.730 ms,131,24,5455,11595,7.182017543859649,4.23,0.9951474022183304,0.95
GEMM_config_M256_K256_N256_UM8_UK1_UN8_ikj_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,17395481,0.174 sec,194,136,13830,22857,10.635964912280702,8.34,2.522985989492119,5.4
GEMM_config_M256_K256_N256_UM8_UK1_UN8_ikj_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,17453126,0.175 sec,194,136,15186,22567,10.635964912280702,8.23,2.7703590192644483,5.4
GEMM_config_M256_K256_N256_UM8_UK1_UN8_ikj_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,273000,2.730 ms,131,24,5455,11595,7.182017543859649,4.23,0.9951474022183304,0.95
GEMM_config_M256_K256_N256_UM8_UK1_UN8_jik_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,2764825,27.648 ms,194,136,7303,13185,10.635964912280702,4.81,1.3322752481027438,5.4
GEMM_config_M256_K256_N256_UM8_UK1_UN8_jik_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,2707718,27.077 ms,194,136,6507,14354,10.635964912280702,5.24,1.1870621716287215,5.4
GEMM_config_M256_K256_N256_UM8_UK1_UN8_jik_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,265100,2.651 ms,131,24,4666,7222,7.182017543859649,2.63,0.851211325160537,0.95
GEMM_config_M256_K256_N256_UM8_UK1_UN8_jki_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,2764825,27.648 ms,194,136,7291,13165,10.635964912280702,4.8,1.3300861062463514,5.4
GEMM_config_M256_K256_N256_UM8_UK1_UN8_jki_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,2707718,27.077 ms,194,136,6495,14334,10.635964912280702,5.23,1.1848730297723291,5.4
GEMM_config_M256_K256_N256_UM8_UK1_UN8_jki_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,265100,2.651 ms,131,24,4666,7222,7.182017543859649,2.63,0.851211325160537,0.95
GEMM_config_M256_K256_N256_UM8_UK1_UN8_kij_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,17395481,0.174 sec,194,136,13862,22857,10.635964912280702,8.34,2.5288237011091654,5.4
GEMM_config_M256_K256_N256_UM8_UK1_UN8_kij_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,17453126,0.175 sec,194,136,15218,22567,10.635964912280702,8.23,2.7761967308814945,5.4
GEMM_config_M256_K256_N256_UM8_UK1_UN8_kij_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,273000,2.730 ms,131,24,5455,11595,7.182017543859649,4.23,0.9951474022183304,0.95
GEMM_config_M256_K256_N256_UM8_UK1_UN8_kji_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,2299161,22.992 ms,194,136,7081,14258,10.635964912280702,5.2,1.2917761237594863,5.4
GEMM_config_M256_K256_N256_UM8_UK1_UN8_kji_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,2242054,22.421 ms,194,136,6285,15427,10.635964912280702,5.63,1.1465630472854642,5.4
GEMM_config_M256_K256_N256_UM8_UK1_UN8_kji_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,265100,2.651 ms,131,24,4666,7222,7.182017543859649,2.63,0.851211325160537,0.95
GEMM_config_M256_K256_N256_UM8_UK8_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,17452025,0.175 sec,195,73,11529,19092,10.69078947368421,6.97,2.103218038528897,2.9
GEMM_config_M256_K256_N256_UM8_UK8_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,17452102,0.175 sec,195,80,11958,19675,10.69078947368421,7.18,2.1814798598949214,3.17
GEMM_config_M256_K256_N256_UM8_UK8_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,274853,2.749 ms,130,80,6716,16314,7.12719298245614,5.95,1.225189725627554,3.17
GEMM_config_M256_K256_N256_UM8_UK8_UN1_ikj_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,16986585,0.170 sec,195,73,6448,12318,10.69078947368421,4.49,1.1762988908347929,2.9
GEMM_config_M256_K256_N256_UM8_UK8_UN1_ikj_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,16986662,0.170 sec,195,80,6877,12890,10.69078947368421,4.7,1.2545607122008173,3.17
GEMM_config_M256_K256_N256_UM8_UK8_UN1_ikj_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,274853,2.749 ms,130,80,6716,16314,7.12719298245614,5.95,1.225189725627554,3.17
GEMM_config_M256_K256_N256_UM8_UK8_UN1_jik_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,Overall,17450208,0.175 sec,195,73,10803,18147,10.69078947368421,6.62,1.9707749562171628,2.9
GEMM_config_M256_K256_N256_UM8_UK8_UN1_jik_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,Overall,17392909,0.174 sec,195,80,11152,18708,10.69078947368421,6.83,2.0344424985405722,3.17
GEMM_config_M256_K256_N256_UM8_UK8_UN1_jik_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,Overall,264840,2.648 ms,130,80,6038,10284,7.12719298245614,3.75,1.1015032107413893,3.17
