design,domain,tool,flow,datatype,bram,dsp,ff,lut,bram_avail,dsp_avail,ff_avail,lut_avail,bram_util,dsp_util,ff_util,lut_util,cycles,latency_ns,ii,target_clock_ns,achieved_clock_ns,fmax_mhz,power_w,power_dyn_w,power_static_w,timing_met,throughput,notes
GEMM_config_M128_K128_N128_UM1_UK1_UN1_ikj_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3176,2313,1824,2520,548160,274080,1.7544,0.119,0.5794,0.8439,49477,494770.0,49478,10.0,2.989,334.56,0.652,0.032,0.621,True,2021.1411362855467,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_ikj_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3164,2262,1824,2520,548160,274080,2.5768,0.119,0.5772,0.8253,2162881,21628810.0,2162882,10.0,3.366,297.089,0.658,0.037,0.621,True,46.23462871974926,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_ikj_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3316,2404,1824,2520,548160,274080,2.5768,0.119,0.6049,0.8771,2162889,21628890.0,2162890,10.0,3.37,296.736,0.66,0.039,0.621,True,46.23445770911036,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_ikj_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3180,2317,1824,2520,548160,274080,1.7544,0.119,0.5801,0.8454,65999,659990.0,66000,10.0,3.464,288.684,0.655,0.034,0.621,True,1515.17447234049,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_ikj_BIAS_False_INLINE_True_COMPORDER_option_5_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3215,2330,1824,2520,548160,274080,1.7544,0.119,0.5865,0.8501,49610,496100.0,49611,10.0,2.779,359.842,0.654,0.034,0.621,True,2015.7226365652086,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_ikj_BIAS_True_INLINE_True_COMPORDER_option_1_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3290,2346,1824,2520,548160,274080,1.7544,0.119,0.6002,0.856,49486,494860.0,49487,10.0,3.159,316.556,0.656,0.036,0.621,True,2020.77355211575,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_ikj_BIAS_True_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3274,2352,1824,2520,548160,274080,2.5768,0.119,0.5973,0.8581,2162886,21628860.0,2162887,10.0,3.357,297.885,0.661,0.04,0.621,True,46.2345218379517,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_ikj_BIAS_True_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3428,2436,1824,2520,548160,274080,2.5768,0.119,0.6254,0.8888,2162896,21628960.0,2162897,10.0,3.55,281.69,0.66,0.039,0.621,True,46.23430807583906,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_ikj_BIAS_True_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3290,2348,1824,2520,548160,274080,1.7544,0.119,0.6002,0.8567,66004,660040.0,66005,10.0,3.011,332.116,0.654,0.033,0.621,True,1515.059693351918,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_ikj_BIAS_True_INLINE_True_COMPORDER_option_5_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3327,2364,1824,2520,548160,274080,1.7544,0.119,0.6069,0.8625,49617,496170.0,49618,10.0,3.212,311.333,0.655,0.034,0.621,True,2015.4382570489954,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jik_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3248,2369,1824,2520,548160,274080,1.7544,0.119,0.5925,0.8643,49477,494770.0,49478,10.0,3.009,332.336,0.654,0.033,0.621,True,2021.1411362855467,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jik_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3181,2262,1824,2520,548160,274080,2.5768,0.119,0.5803,0.8253,2162881,21628810.0,2162882,10.0,3.354,298.151,0.656,0.036,0.621,True,46.23462871974926,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jik_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3261,2366,1824,2520,548160,274080,2.5768,0.119,0.5949,0.8633,2162889,21628890.0,2162890,10.0,3.17,315.457,0.659,0.039,0.621,True,46.23445770911036,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jik_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3252,2372,1824,2520,548160,274080,1.7544,0.119,0.5933,0.8654,65999,659990.0,66000,10.0,3.036,329.381,0.655,0.035,0.621,True,1515.17447234049,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jik_BIAS_False_INLINE_True_COMPORDER_option_5_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3215,2347,1824,2520,548160,274080,1.7544,0.119,0.5865,0.8563,49610,496100.0,49611,10.0,2.981,335.458,0.655,0.034,0.621,True,2015.7226365652086,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jik_BIAS_True_INLINE_True_COMPORDER_option_1_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3362,2402,1824,2520,548160,274080,1.7544,0.119,0.6133,0.8764,49486,494860.0,49487,10.0,2.965,337.268,0.657,0.036,0.621,True,2020.77355211575,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jik_BIAS_True_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3291,2352,1824,2520,548160,274080,2.5768,0.119,0.6004,0.8581,2162886,21628860.0,2162887,10.0,3.193,313.185,0.661,0.041,0.621,True,46.2345218379517,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jik_BIAS_True_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3373,2398,1824,2520,548160,274080,2.5768,0.119,0.6153,0.8749,2162896,21628960.0,2162897,10.0,3.314,301.75,0.659,0.039,0.621,True,46.23430807583906,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jik_BIAS_True_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3362,2406,1824,2520,548160,274080,1.7544,0.119,0.6133,0.8778,66004,660040.0,66005,10.0,3.037,329.272,0.655,0.034,0.621,True,1515.059693351918,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jik_BIAS_True_INLINE_True_COMPORDER_option_5_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3327,2386,1824,2520,548160,274080,1.7544,0.119,0.6069,0.8705,49617,496170.0,49618,10.0,3.615,276.625,0.656,0.036,0.621,True,2015.4382570489954,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jki_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3248,2369,1824,2520,548160,274080,1.7544,0.119,0.5925,0.8643,49477,494770.0,49478,10.0,3.009,332.336,0.654,0.033,0.621,True,2021.1411362855467,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jki_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3183,2253,1824,2520,548160,274080,2.5768,0.119,0.5807,0.822,2162881,21628810.0,2162882,10.0,3.358,297.796,0.659,0.038,0.621,True,46.23462871974926,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jki_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3263,2360,1824,2520,548160,274080,2.5768,0.119,0.5953,0.8611,2162889,21628890.0,2162890,10.0,3.217,310.849,0.66,0.04,0.621,True,46.23445770911036,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jki_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3252,2372,1824,2520,548160,274080,1.7544,0.119,0.5933,0.8654,65999,659990.0,66000,10.0,3.036,329.381,0.655,0.035,0.621,True,1515.17447234049,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jki_BIAS_False_INLINE_True_COMPORDER_option_5_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3215,2347,1824,2520,548160,274080,1.7544,0.119,0.5865,0.8563,49610,496100.0,49611,10.0,2.981,335.458,0.655,0.034,0.621,True,2015.7226365652086,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jki_BIAS_True_INLINE_True_COMPORDER_option_1_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3362,2402,1824,2520,548160,274080,1.7544,0.119,0.6133,0.8764,49486,494860.0,49487,10.0,2.965,337.268,0.657,0.036,0.621,True,2020.77355211575,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jki_BIAS_True_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3293,2344,1824,2520,548160,274080,2.5768,0.119,0.6007,0.8552,2162886,21628860.0,2162887,10.0,3.477,287.604,0.661,0.041,0.621,True,46.2345218379517,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jki_BIAS_True_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3375,2385,1824,2520,548160,274080,2.5768,0.119,0.6157,0.8702,2162896,21628960.0,2162897,10.0,3.997,250.188,0.66,0.039,0.621,True,46.23430807583906,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jki_BIAS_True_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3362,2406,1824,2520,548160,274080,1.7544,0.119,0.6133,0.8778,66004,660040.0,66005,10.0,3.037,329.272,0.655,0.034,0.621,True,1515.059693351918,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_jki_BIAS_True_INLINE_True_COMPORDER_option_5_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3327,2386,1824,2520,548160,274080,1.7544,0.119,0.6069,0.8705,49617,496170.0,49618,10.0,3.615,276.625,0.656,0.036,0.621,True,2015.4382570489954,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kij_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3176,2313,1824,2520,548160,274080,1.7544,0.119,0.5794,0.8439,49477,494770.0,49478,10.0,2.989,334.56,0.652,0.032,0.621,True,2021.1411362855467,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kij_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3165,2257,1824,2520,548160,274080,2.5768,0.119,0.5774,0.8235,2162881,21628810.0,2162882,10.0,3.131,319.387,0.658,0.037,0.621,True,46.23462871974926,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kij_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3317,2400,1824,2520,548160,274080,2.5768,0.119,0.6051,0.8757,2162889,21628890.0,2162890,10.0,3.275,305.344,0.659,0.039,0.621,True,46.23445770911036,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kij_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3180,2317,1824,2520,548160,274080,1.7544,0.119,0.5801,0.8454,65999,659990.0,66000,10.0,3.464,288.684,0.655,0.034,0.621,True,1515.17447234049,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kij_BIAS_False_INLINE_True_COMPORDER_option_5_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3215,2330,1824,2520,548160,274080,1.7544,0.119,0.5865,0.8501,49610,496100.0,49611,10.0,2.779,359.842,0.654,0.034,0.621,True,2015.7226365652086,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kij_BIAS_True_INLINE_True_COMPORDER_option_1_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3290,2346,1824,2520,548160,274080,1.7544,0.119,0.6002,0.856,49486,494860.0,49487,10.0,3.159,316.556,0.656,0.036,0.621,True,2020.77355211575,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kij_BIAS_True_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3275,2346,1824,2520,548160,274080,2.5768,0.119,0.5975,0.856,2162886,21628860.0,2162887,10.0,3.495,286.123,0.661,0.04,0.621,True,46.2345218379517,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kij_BIAS_True_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3429,2427,1824,2520,548160,274080,2.5768,0.119,0.6255,0.8855,2162896,21628960.0,2162897,10.0,3.718,268.962,0.661,0.04,0.621,True,46.23430807583906,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kij_BIAS_True_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3290,2348,1824,2520,548160,274080,1.7544,0.119,0.6002,0.8567,66004,660040.0,66005,10.0,3.011,332.116,0.654,0.033,0.621,True,1515.059693351918,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kij_BIAS_True_INLINE_True_COMPORDER_option_5_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3327,2364,1824,2520,548160,274080,1.7544,0.119,0.6069,0.8625,49617,496170.0,49618,10.0,3.212,311.333,0.655,0.034,0.621,True,2015.4382570489954,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kji_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3248,2369,1824,2520,548160,274080,1.7544,0.119,0.5925,0.8643,49477,494770.0,49478,10.0,3.009,332.336,0.654,0.033,0.621,True,2021.1411362855467,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kji_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3183,2250,1824,2520,548160,274080,2.5768,0.119,0.5807,0.8209,2162881,21628810.0,2162882,10.0,3.174,315.06,0.659,0.038,0.621,True,46.23462871974926,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kji_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3263,2351,1824,2520,548160,274080,2.5768,0.119,0.5953,0.8578,2162889,21628890.0,2162890,10.0,3.317,301.477,0.661,0.04,0.621,True,46.23445770911036,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kji_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3252,2372,1824,2520,548160,274080,1.7544,0.119,0.5933,0.8654,65999,659990.0,66000,10.0,3.036,329.381,0.655,0.035,0.621,True,1515.17447234049,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kji_BIAS_False_INLINE_True_COMPORDER_option_5_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3215,2347,1824,2520,548160,274080,1.7544,0.119,0.5865,0.8563,49610,496100.0,49611,10.0,2.981,335.458,0.655,0.034,0.621,True,2015.7226365652086,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kji_BIAS_True_INLINE_True_COMPORDER_option_1_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3362,2402,1824,2520,548160,274080,1.7544,0.119,0.6133,0.8764,49486,494860.0,49487,10.0,2.965,337.268,0.657,0.036,0.621,True,2020.77355211575,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kji_BIAS_True_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3293,2343,1824,2520,548160,274080,2.5768,0.119,0.6007,0.8549,2162886,21628860.0,2162887,10.0,3.322,301.023,0.661,0.041,0.621,True,46.2345218379517,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kji_BIAS_True_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",47,3,3375,2382,1824,2520,548160,274080,2.5768,0.119,0.6157,0.8691,2162896,21628960.0,2162897,10.0,3.364,297.265,0.66,0.04,0.621,True,46.23430807583906,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kji_BIAS_True_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3362,2406,1824,2520,548160,274080,1.7544,0.119,0.6133,0.8778,66004,660040.0,66005,10.0,3.037,329.272,0.655,0.034,0.621,True,1515.059693351918,
GEMM_config_M128_K128_N128_UM1_UK1_UN1_kji_BIAS_True_INLINE_True_COMPORDER_option_5_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",32,3,3327,2386,1824,2520,548160,274080,1.7544,0.119,0.6069,0.8705,49617,496170.0,49618,10.0,3.615,276.625,0.656,0.036,0.621,True,2015.4382570489954,
GEMM_config_M128_K128_N128_UM1_UK1_UN8_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",33,17,3382,2449,1824,2520,548160,274080,1.8092,0.6746,0.617,0.8935,35141,351410.0,35142,10.0,3.363,297.354,0.667,0.046,0.621,True,2845.6788366864916,
GEMM_config_M128_K128_N128_UM1_UK1_UN8_ijk_BIAS_True_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",49,17,3494,2374,1824,2520,548160,274080,2.6864,0.6746,0.6374,0.8662,313552,3135520.0,313553,10.0,3.596,278.087,0.665,0.045,0.621,True,318.92636628055317,
GEMM_config_M128_K128_N128_UM1_UK1_UN8_ikj_BIAS_False_INLINE_True_COMPORDER_option_5_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",34,17,3437,2443,1824,2520,548160,274080,1.864,0.6746,0.627,0.8913,49608,496080.0,49609,10.0,3.159,316.556,0.667,0.046,0.621,True,2015.8039025963553,
GEMM_config_M128_K128_N128_UM1_UK1_UN8_jik_BIAS_False_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",49,24,3856,2971,1824,2520,548160,274080,2.6864,0.9524,0.7034,1.084,314458,3144580.0,314459,10.0,3.772,265.111,0.685,0.064,0.621,True,318.00749225651754,
GEMM_config_M128_K128_N128_UM1_UK1_UN8_jik_BIAS_True_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",33,10,3978,2857,1824,2520,548160,274080,1.8092,0.3968,0.7257,1.0424,67061,670610.0,67062,10.0,3.663,273.0,0.668,0.048,0.621,True,1491.179672238708,
GEMM_config_M128_K128_N128_UM1_UK1_UN8_jki_BIAS_True_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",49,24,4357,3300,1824,2520,548160,274080,2.6864,0.9524,0.7948,1.204,2266674,22666740.0,2266675,10.0,3.723,268.601,0.696,0.075,0.621,True,44.1175043257213,
GEMM_config_M128_K128_N128_UM1_UK1_UN8_kij_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",33,10,3290,2435,1824,2520,548160,274080,1.8092,0.3968,0.6002,0.8884,51663,516630.0,51664,10.0,3.398,294.291,0.663,0.043,0.621,True,1935.6212376362193,
GEMM_config_M128_K128_N128_UM1_UK1_UN8_kji_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",33,17,3911,2816,1824,2520,548160,274080,1.8092,0.6746,0.7135,1.0274,50531,505310.0,50532,10.0,3.534,282.965,0.672,0.052,0.621,True,1978.9831984326454,
GEMM_config_M128_K128_N128_UM1_UK1_UN8_kji_BIAS_True_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",49,17,4449,3366,1824,2520,548160,274080,2.6864,0.6746,0.8116,1.2281,2150815,21508150.0,2150816,10.0,3.625,275.862,0.684,0.063,0.621,True,46.494003435906855,
GEMM_config_M128_K128_N128_UM1_UK8_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_5_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",33,10,3765,2836,1824,2520,548160,274080,1.8092,0.3968,0.6868,1.0347,50531,505310.0,50532,10.0,3.36,297.619,0.661,0.04,0.621,True,1978.9831984326454,
GEMM_config_M128_K128_N128_UM1_UK8_UN1_ikj_BIAS_False_INLINE_True_COMPORDER_option_3_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",49,10,3300,2342,1824,2520,548160,274080,2.6864,0.3968,0.602,0.8545,2162889,21628890.0,2162890,10.0,3.797,263.366,0.662,0.042,0.621,True,46.23445770911036,
GEMM_config_M128_K128_N128_UM1_UK8_UN1_ikj_BIAS_True_INLINE_True_COMPORDER_option_5_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",33,10,3879,2870,1824,2520,548160,274080,1.8092,0.3968,0.7076,1.0471,50540,505400.0,50541,10.0,3.557,281.136,0.669,0.049,0.621,True,1978.6307874950535,
GEMM_config_M128_K128_N128_UM1_UK8_UN1_jik_BIAS_True_INLINE_True_COMPORDER_option_2_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",49,10,4008,3004,1824,2520,548160,274080,2.6864,0.3968,0.7312,1.096,2163911,21639110.0,2163912,10.0,3.769,265.322,0.674,0.054,0.621,True,46.212621498758494,
GEMM_config_M128_K128_N128_UM1_UK8_UN1_jki_BIAS_False_INLINE_True_COMPORDER_option_4_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",34,17,3913,2813,1824,2520,548160,274080,1.864,0.6746,0.7138,1.0263,66920,669200.0,66921,10.0,3.659,273.299,0.67,0.049,0.621,True,1494.3215780035864,
GEMM_config_M128_K128_N128_UM1_UK8_UN1_kij_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_16_5_,gemm,vitis,impl,"ap_fixed<16,5>",34,17,3726,2709,1824,2520,548160,274080,1.864,0.6746,0.6797,0.9884,50513,505130.0,50514,10.0,3.302,302.847,0.674,0.053,0.621,True,1979.688397046305,
