Project,Function,CYCLE,LATENCY,BRAM,DSP,FF,LUT,BRAM_Utilization,LUT_Utilization,FF_Utilization,DSP_Utilization
config_CIN60_HIN112_WIN28_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,18510548,0.185 sec,2274,1604,20618,87513,124.67105263157893,31.93,3.761310566258027,63.65
config_CIN60_HIN112_WIN56_COUT60_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5594944,55.949 ms,2232,1630,35348,87400,122.36842105263158,31.89,6.448482194979569,64.68
config_CIN60_HIN112_WIN56_COUT60_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,25601833,0.256 sec,2594,1604,20478,86953,142.21491228070175,31.73,3.7357705779334496,63.65
config_CIN60_HIN112_WIN56_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,8003143,80.031 ms,3654,1630,35932,89367,200.32894736842107,32.61,6.55502043199066,64.68
config_CIN60_HIN112_WIN56_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,36947092,0.369 sec,3940,1604,21039,87558,216.00877192982458,31.95,3.8381129597197896,63.65
config_CIN60_HIN112_WIN112_COUT60_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,11001856,0.110 sec,4310,1630,35790,87444,236.29385964912282,31.9,6.529115586690018,64.68
config_CIN60_HIN112_WIN112_COUT60_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,51166505,0.512 sec,4620,1604,20899,87001,253.28947368421052,31.74,3.812572971395213,63.65
config_CIN60_HIN112_WIN112_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,15727447,0.157 sec,7090,1630,36375,89393,388.7061403508772,32.62,6.635836252189142,64.68
config_CIN60_HIN112_WIN112_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,73820180,0.738 sec,7272,1604,21461,87636,398.6842105263158,31.97,3.9150977816695853,63.65
config_CIN120_HIN28_WIN28_COUT60_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1033779,10.338 ms,546,1604,32108,89331,29.93421052631579,32.59,5.857413893753648,63.65
config_CIN120_HIN28_WIN28_COUT60_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,6296707,62.967 ms,932,1604,19292,87269,51.09649122807017,31.84,3.5194103911266783,63.65
config_CIN120_HIN28_WIN28_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1534121,15.341 ms,1162,1604,19865,86197,63.70614035087719,31.45,3.6239419147694103,63.65
config_CIN120_HIN28_WIN28_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,9049581,90.496 ms,1134,1604,19845,87810,62.17105263157895,32.04,3.6202933450087564,63.65
config_CIN120_HIN28_WIN56_COUT60_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2620301,26.203 ms,914,1630,34234,88668,50.10964912280702,32.35,6.24525685931115,64.68
config_CIN120_HIN28_WIN56_COUT60_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,12524019,0.125 sec,1294,1604,19715,87271,70.94298245614034,31.84,3.5965776415645063,63.65
config_CIN120_HIN28_WIN56_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,3576763,35.768 ms,1698,1630,22011,85423,93.0921052631579,31.17,4.015433450087565,64.68
config_CIN120_HIN28_WIN56_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,17960525,0.180 sec,1620,1604,20266,87800,88.81578947368422,32.03,3.69709573847052,63.65
config_CIN120_HIN28_WIN112_COUT60_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5145341,51.453 ms,1616,1630,34677,88682,88.59649122807018,32.36,6.3260726795096325,64.68
config_CIN120_HIN28_WIN112_COUT60_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,24978643,0.250 sec,1940,1604,20136,87268,106.35964912280701,31.84,3.6733800350262698,63.65
config_CIN120_HIN28_WIN112_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,7014043,70.140 ms,2738,1630,22453,85464,150.109649122807,31.18,4.096066841798015,64.68
config_CIN120_HIN28_WIN112_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,35782413,0.358 sec,2594,1604,20687,87845,142.21491228070175,32.05,3.7738981319322824,63.65
config_CIN120_HIN56_WIN28_COUT60_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1993957,19.940 ms,914,1608,32851,89612,50.10964912280702,32.7,5.992958260361938,63.81
config_CIN120_HIN56_WIN28_COUT60_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,12524075,0.125 sec,1294,1604,19717,87408,70.94298245614034,31.89,3.5969424985405722,63.65
config_CIN120_HIN56_WIN28_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2950419,29.504 ms,1698,1608,20628,86366,93.0921052631579,31.51,3.7631348511383536,63.81
config_CIN120_HIN56_WIN28_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,17960581,0.180 sec,1620,1604,20267,87753,88.81578947368422,32.02,3.697278166958552,63.65
config_CIN120_HIN56_WIN56_COUT60_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5067502,50.675 ms,1568,1630,35001,89079,85.96491228070175,32.5,6.385179509632224,64.68
config_CIN120_HIN56_WIN56_COUT60_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,24978699,0.250 sec,1940,1604,20138,87405,106.35964912280701,31.89,3.673744892002335,63.65
config_CIN120_HIN56_WIN56_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,6905796,69.058 ms,2646,1630,22777,85855,145.0657894736842,31.32,4.155173671920607,64.68
config_CIN120_HIN56_WIN56_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,35782469,0.358 sec,2594,1604,20688,87798,142.21491228070175,32.03,3.7740805604203156,63.65
config_CIN120_HIN56_WIN112_COUT60_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,9961790,99.618 ms,2912,1630,35443,89120,159.64912280701756,32.52,6.465812901342674,64.68
config_CIN120_HIN56_WIN112_COUT60_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,49887947,0.499 sec,3274,1604,20559,87450,179.49561403508773,31.91,3.750547285464098,63.65
config_CIN120_HIN56_WIN112_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,13563748,0.136 sec,4734,1630,23220,85878,259.5394736842105,31.33,4.2359894921190895,64.68
config_CIN120_HIN56_WIN112_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,71426245,0.714 sec,4620,1604,21110,87825,253.28947368421052,32.04,3.8510653823701104,63.65
config_CIN120_HIN112_WIN28_COUT60_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,3914309,39.143 ms,1616,1608,33296,89660,88.59649122807018,32.71,6.074138937536485,63.81
config_CIN120_HIN112_WIN28_COUT60_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,24978811,0.250 sec,1940,1604,20140,87360,106.35964912280701,31.87,3.6741097489784007,63.65
config_CIN120_HIN112_WIN28_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5783011,57.830 ms,2738,1608,21072,86462,150.109649122807,31.55,3.8441330998248686,63.81
config_CIN120_HIN112_WIN28_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,35782581,0.358 sec,2594,1604,20689,87797,142.21491228070175,32.03,3.774262988908348,63.65
config_CIN120_HIN112_WIN56_COUT60_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,9961902,99.619 ms,2912,1630,35446,89189,159.64912280701756,32.54,6.466360186806772,64.68
config_CIN120_HIN112_WIN56_COUT60_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,49888059,0.499 sec,3274,1604,20561,87405,179.49561403508773,31.89,3.7509121424401632,63.65
config_CIN120_HIN112_WIN56_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,13563860,0.136 sec,4734,1630,23221,85965,259.5394736842105,31.36,4.236171920607122,64.68
config_CIN120_HIN112_WIN56_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,71426357,0.714 sec,4620,1604,21110,87842,253.28947368421052,32.05,3.8510653823701104,63.65
config_CIN120_HIN112_WIN112_COUT60_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,19594686,0.196 sec,5630,1630,35888,89237,308.66228070175436,32.56,6.546993578517221,64.68
config_CIN120_HIN112_WIN112_COUT60_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,99706555,0.997 sec,5940,1604,20982,87457,325.65789473684214,31.91,3.8277145359019262,63.65
config_CIN120_HIN112_WIN112_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,26663156,0.267 sec,8810,1630,23664,85995,483.0043859649122,31.38,4.3169877408056045,64.68
config_CIN120_HIN112_WIN112_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,142713909,1.427 sec,8592,1604,21532,87924,471.05263157894734,32.08,3.9280502043199066,63.65
