Project,Function,CYCLE,LATENCY,BRAM,DSP,FF,LUT,BRAM_Utilization,LUT_Utilization,FF_Utilization,DSP_Utilization
config_CIN120_HIN14_WIN28_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,4594081,45.941 ms,812,1604,19420,87681,44.51754385964912,31.99,3.542761237594863,63.65
config_CIN120_HIN14_WIN28_COUT120_K3_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,4170329,41.703 ms,828,1924,20101,100201,45.39473684210527,36.56,3.6669950379451253,76.35
config_CIN120_HIN14_WIN28_COUT120_K3_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,4590553,45.906 ms,828,1924,20850,100474,45.39473684210527,36.66,3.8036339754816115,76.35
config_CIN120_HIN14_WIN28_COUT120_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,4166801,41.668 ms,860,2308,21498,115444,47.14912280701755,42.12,3.9218476357267953,91.59
config_CIN120_HIN14_WIN36_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1259767,12.598 ms,858,1630,21110,84938,47.03947368421053,30.99,3.8510653823701104,64.68
config_CIN120_HIN14_WIN36_COUT120_K1_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1186199,11.862 ms,490,1950,37497,104597,26.864035087719294,38.16,6.840521015761822,77.38
config_CIN120_HIN14_WIN36_COUT120_K1_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1259159,12.592 ms,490,1954,38101,104459,26.864035087719294,38.11,6.950707822533567,77.54
config_CIN120_HIN14_WIN36_COUT120_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1185591,11.856 ms,522,2338,42457,119708,28.618421052631575,43.68,7.745366316403969,92.78
config_CIN120_HIN14_WIN36_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5867073,58.671 ms,836,1604,19436,87658,45.83333333333333,31.98,3.5456800934033863,63.65
config_CIN120_HIN14_WIN36_COUT120_K3_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5322249,53.222 ms,948,1924,20599,100180,51.973684210526315,36.55,3.7578444249854055,76.35
config_CIN120_HIN14_WIN36_COUT120_K3_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5862537,58.625 ms,948,1924,20868,100451,51.973684210526315,36.65,3.8069176882661995,76.35
config_CIN120_HIN14_WIN36_COUT120_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5317713,53.177 ms,1076,2308,22094,115423,58.99122807017544,42.11,4.030575014594279,91.59
config_CIN120_HIN14_WIN48_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1651255,16.513 ms,1018,1630,21513,84942,55.81140350877193,30.99,3.924584063047285,64.68
config_CIN120_HIN14_WIN48_COUT120_K1_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1554455,15.545 ms,530,1950,37498,104599,29.057017543859647,38.16,6.840703444249854,77.38
config_CIN120_HIN14_WIN48_COUT120_K1_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1650455,16.505 ms,650,1954,38584,104463,35.635964912280706,38.11,7.038820782253357,77.54
config_CIN120_HIN14_WIN48_COUT120_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1553655,15.537 ms,562,2338,42458,119710,30.811403508771928,43.68,7.745548744892003,92.78
config_CIN120_HIN14_WIN48_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,7776561,77.766 ms,872,1604,19440,87670,47.80701754385965,31.99,3.546409807355517,63.65
config_CIN120_HIN14_WIN48_COUT120_K3_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,7050129,70.501 ms,984,1924,20603,100192,53.94736842105263,36.56,3.7585741389375364,76.35
config_CIN120_HIN14_WIN48_COUT120_K3_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,7770513,77.705 ms,984,1924,20872,100463,53.94736842105263,36.65,3.8076474022183304,76.35
config_CIN120_HIN14_WIN48_COUT120_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,7044081,70.441 ms,1112,2308,22098,115435,60.96491228070175,42.12,4.03130472854641,91.59
config_CIN120_HIN28_WIN14_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,826001,8.260 ms,834,1604,19458,85441,45.723684210526315,31.17,3.5496935201401048,63.65
config_CIN120_HIN28_WIN14_COUT120_K1_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,767921,7.679 ms,466,1924,35853,105099,25.548245614035086,38.35,6.540608581436078,76.35
config_CIN120_HIN28_WIN14_COUT120_K1_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,825521,8.255 ms,370,1924,36119,104986,20.285087719298247,38.3,6.589134559252773,76.35
config_CIN120_HIN28_WIN14_COUT120_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,767441,7.674 ms,402,2308,40483,120234,22.039473684210524,43.87,7.385252481027438,91.59
config_CIN120_HIN28_WIN14_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,4594109,45.941 ms,812,1604,19421,87830,44.51754385964912,32.05,3.5429436660828957,63.65
config_CIN120_HIN28_WIN14_COUT120_K3_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,4170357,41.704 ms,828,1924,20103,100350,45.39473684210527,36.61,3.667359894921191,76.35
config_CIN120_HIN28_WIN14_COUT120_K3_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,4590581,45.906 ms,828,1924,20851,100647,45.39473684210527,36.72,3.803816403969644,76.35
config_CIN120_HIN28_WIN14_COUT120_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,4166829,41.668 ms,860,2308,21500,115617,47.14912280701755,42.18,3.9222124927028603,91.59
config_CIN120_HIN28_WIN28_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1534121,15.341 ms,1162,1604,19865,86197,63.70614035087719,31.45,3.6239419147694103,63.65
config_CIN120_HIN28_WIN28_COUT120_K1_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1425221,14.252 ms,818,1924,36340,105855,44.84649122807017,38.62,6.629451255107997,76.35
config_CIN120_HIN28_WIN28_COUT120_K1_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1533221,15.332 ms,674,1924,36606,105878,36.95175438596491,38.63,6.677977232924694,76.35
config_CIN120_HIN28_WIN28_COUT120_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1424321,14.243 ms,730,2308,41066,121126,40.021929824561404,44.19,7.491608289550496,91.59
config_CIN120_HIN28_WIN28_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,9049581,90.496 ms,1134,1604,19845,87810,62.17105263157895,32.04,3.6202933450087564,63.65
config_CIN120_HIN28_WIN28_COUT120_K3_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,8202077,82.021 ms,1126,1924,20607,100330,61.73245614035088,36.61,3.7593038528896674,76.35
config_CIN120_HIN28_WIN28_COUT120_K3_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,9042525,90.425 ms,1126,1924,21355,100627,61.73245614035088,36.71,3.89576036193812,76.35
config_CIN120_HIN28_WIN28_COUT120_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,8195021,81.950 ms,1134,2308,22100,115597,62.17105263157895,42.18,4.031669585522475,91.59
config_CIN120_HIN28_WIN36_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2349163,23.492 ms,1252,1630,21554,85391,68.64035087719299,31.16,3.932063631056626,64.68
config_CIN120_HIN28_WIN36_COUT120_K1_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2211223,22.112 ms,868,1950,38009,105049,47.58771929824561,38.33,6.933924401634559,77.38
config_CIN120_HIN28_WIN36_COUT120_K1_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2348023,23.480 ms,908,1954,38625,104972,49.780701754385966,38.3,7.046300350262697,77.54
config_CIN120_HIN28_WIN36_COUT120_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2210083,22.101 ms,924,2338,43085,120220,50.6578947368421,43.86,7.8599314068885,92.78
config_CIN120_HIN28_WIN36_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,11595565,0.116 sec,1184,1604,19858,87838,64.91228070175438,32.05,3.622664915353182,63.65
config_CIN120_HIN28_WIN36_COUT120_K3_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,10505917,0.105 sec,1320,1924,21102,100360,72.36842105263158,36.62,3.849605954465849,76.35
config_CIN120_HIN28_WIN36_COUT120_K3_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,11586493,0.116 sec,1320,1924,21370,100655,72.36842105263158,36.72,3.8984967892586107,76.35
config_CIN120_HIN28_WIN36_COUT120_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,10496845,0.105 sec,1472,2308,22693,115627,80.7017543859649,42.19,4.139849678925861,91.59
config_CIN120_HIN28_WIN48_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,3085723,30.857 ms,1486,1630,22009,85427,81.46929824561403,31.17,4.015068593111501,64.68
config_CIN120_HIN28_WIN48_COUT120_K1_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2904223,29.042 ms,1030,1950,38010,105051,56.46929824561403,38.33,6.934106830122593,77.38
config_CIN120_HIN28_WIN48_COUT120_K1_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,3084223,30.842 ms,1150,1954,39160,105008,63.04824561403509,38.31,7.143899591360187,77.54
config_CIN120_HIN28_WIN48_COUT120_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2902723,29.027 ms,1094,2338,43086,120222,59.97807017543859,43.86,7.8601138353765325,92.78
config_CIN120_HIN28_WIN48_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,15414541,0.154 sec,1334,1604,19862,87850,73.1359649122807,32.05,3.6233946293053125,63.65
config_CIN120_HIN28_WIN48_COUT120_K3_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,13961677,0.140 sec,1478,1924,21106,100372,81.03070175438597,36.62,3.85033566841798,76.35
config_CIN120_HIN28_WIN48_COUT120_K3_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,15402445,0.154 sec,1478,1924,21374,100667,81.03070175438597,36.73,3.899226503210741,76.35
config_CIN120_HIN28_WIN48_COUT120_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,13949581,0.139 sec,1638,2308,22697,115639,89.80263157894737,42.19,4.140579392877992,91.59
config_CIN120_HIN36_WIN14_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1040931,10.409 ms,858,1608,19795,85561,47.03947368421053,31.22,3.611171920607122,63.81
config_CIN120_HIN36_WIN14_COUT120_K1_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,967363,9.674 ms,490,1928,36182,105220,26.864035087719294,38.39,6.600627553998832,76.51
config_CIN120_HIN36_WIN14_COUT120_K1_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1040323,10.403 ms,490,1928,36490,105145,26.864035087719294,38.36,6.656815528312901,76.51
config_CIN120_HIN36_WIN14_COUT120_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,966755,9.668 ms,522,2312,40846,120394,28.618421052631575,43.93,7.451474022183305,91.75
config_CIN120_HIN36_WIN14_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5867117,58.671 ms,836,1604,19438,87226,45.83333333333333,31.83,3.546044950379451,63.65
config_CIN120_HIN36_WIN14_COUT120_K3_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5322293,53.223 ms,948,1924,20594,99746,51.973684210526315,36.39,3.7569322825452423,76.35
config_CIN120_HIN36_WIN14_COUT120_K3_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5862581,58.626 ms,948,1924,20870,99950,51.973684210526315,36.47,3.8072825452422654,76.35
config_CIN120_HIN36_WIN14_COUT120_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,5317757,53.178 ms,1076,2308,22089,114920,58.99122807017544,41.93,4.029662872154115,91.59
config_CIN120_HIN36_WIN28_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1938779,19.388 ms,1252,1608,20201,86336,68.64035087719299,31.5,3.6852378867483946,63.81
config_CIN120_HIN36_WIN28_COUT120_K1_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1800839,18.008 ms,868,1928,36668,105995,47.58771929824561,38.67,6.689287799182721,76.51
config_CIN120_HIN36_WIN28_COUT120_K1_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1937639,19.376 ms,908,1928,36976,106056,49.780701754385966,38.7,6.745475773496789,76.51
config_CIN120_HIN36_WIN28_COUT120_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1799699,17.997 ms,924,2312,41428,121305,50.6578947368421,44.26,7.55764740221833,91.75
config_CIN120_HIN36_WIN28_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,11595581,0.116 sec,1184,1604,19859,87257,64.91228070175438,31.84,3.6228473438412143,63.65
config_CIN120_HIN36_WIN28_COUT120_K3_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,10505933,0.105 sec,1320,1924,21095,99777,72.36842105263158,36.4,3.8483289550496207,76.35
config_CIN120_HIN36_WIN28_COUT120_K3_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,11586509,0.116 sec,1320,1924,21371,99981,72.36842105263158,36.48,3.898679217746643,76.35
config_CIN120_HIN36_WIN28_COUT120_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,10496861,0.105 sec,1472,2308,22686,114951,80.7017543859649,41.94,4.138572679509632,91.59
config_CIN120_HIN36_WIN36_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2971676,29.717 ms,1478,1630,22293,85760,81.03070175438597,31.29,4.066878283712785,64.68
config_CIN120_HIN36_WIN36_COUT120_K1_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2796952,27.970 ms,1022,1950,38358,105417,56.03070175438597,38.46,6.997591943957969,77.38
config_CIN120_HIN36_WIN36_COUT120_K1_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2970232,29.702 ms,1142,1954,39468,105376,62.60964912280702,38.45,7.200087565674256,77.54
config_CIN120_HIN36_WIN36_COUT120_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,2795508,27.955 ms,1086,2338,43438,120623,59.539473684210535,44.01,7.92432866316404,92.78
config_CIN120_HIN36_WIN36_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,14868989,0.149 sec,1322,1604,19876,87300,72.47807017543859,31.85,3.62594862813777,63.65
config_CIN120_HIN36_WIN36_COUT120_K3_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,13468013,0.135 sec,1466,1924,21112,99820,80.37280701754386,36.42,3.8514302393461763,76.35
config_CIN120_HIN36_WIN36_COUT120_K3_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,14857325,0.149 sec,1466,1924,21388,100024,80.37280701754386,36.49,3.901780502043199,76.35
config_CIN120_HIN36_WIN36_COUT120_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,13456349,0.135 sec,1626,2308,22703,114994,89.14473684210526,41.96,4.141673963806189,91.59
config_CIN120_HIN36_WIN48_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,3905420,39.054 ms,1772,1630,22295,85756,97.14912280701753,31.29,4.067243140688849,64.68
config_CIN120_HIN36_WIN48_COUT120_K1_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,3675520,36.755 ms,1420,1950,38842,105415,77.85087719298247,38.46,7.085887332165791,77.38
config_CIN120_HIN36_WIN48_COUT120_K1_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,3903520,39.035 ms,1420,1954,39470,105372,77.85087719298247,38.45,7.20045242265032,77.54
config_CIN120_HIN36_WIN48_COUT120_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,3673620,36.736 ms,1468,2338,44018,120621,80.48245614035088,44.01,8.030137186223001,92.78
config_CIN120_HIN36_WIN48_COUT120_K3_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,19779101,0.198 sec,1738,1604,20280,87250,95.28508771929825,31.83,3.699649737302977,63.65
config_CIN120_HIN36_WIN48_COUT120_K3_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,17911133,0.179 sec,1866,1924,21596,99770,102.30263157894737,36.4,3.9397256275539987,76.35
config_CIN120_HIN36_WIN48_COUT120_K3_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,19763549,0.198 sec,1866,1924,21872,99966,102.30263157894737,36.47,3.9900758902510214,76.35
config_CIN120_HIN36_WIN48_COUT120_K3_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,17895581,0.179 sec,2010,2308,23283,114936,110.19736842105263,41.94,4.247482486865149,91.59
config_CIN120_HIN48_WIN14_COUT120_K1_UFCIN20_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1363323,13.633 ms,1018,1608,20227,85647,55.81140350877193,31.25,3.689981027437245,63.81
config_CIN120_HIN48_WIN14_COUT120_K1_UFCIN20_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1266523,12.665 ms,530,1928,36184,105259,29.057017543859647,38.4,6.600992410974898,76.51
config_CIN120_HIN48_WIN14_COUT120_K1_UFCIN24_UFCOU20_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1362523,13.625 ms,650,1928,37005,105243,35.635964912280706,38.4,6.750766199649736,76.51
config_CIN120_HIN48_WIN14_COUT120_K1_UFCIN24_UFCOU24_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_32_10_,Overall,1265723,12.657 ms,562,2312,40847,120437,30.811403508771928,43.94,7.451656450671337,91.75
