design,domain,tool,flow,datatype,bram,dsp,ff,lut,bram_avail,dsp_avail,ff_avail,lut_avail,bram_util,dsp_util,ff_util,lut_util,cycles,latency_ns,ii,target_clock_ns,achieved_clock_ns,fmax_mhz,power_w,power_dyn_w,power_static_w,timing_met,throughput,notes
ATTN_config_16_128_16_16_2_rms_norm_False_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,53,72,38542,38795,1824,2520,548160,274080,2.9057,2.8571,7.0312,14.1546,595539,4347434.7,,7.3,,,,,,,,
ATTN_config_16_128_16_16_2_rms_norm_ROPE_False_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,49,72,38497,38558,1824,2520,548160,274080,2.6864,2.8571,7.0229,14.0682,591439,4317504.7,,7.3,,,,,,,,
ATTN_config_16_128_16_16_2_rms_norm_ROPE_True_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,94,94,40777,43885,1824,2520,548160,274080,5.1535,3.7302,7.4389,16.0117,632404,4616549.2,,7.3,,,,,,,,
ATTN_config_16_128_16_16_2_rms_norm_True_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,98,96,40850,44264,1824,2520,548160,274080,5.3728,3.8095,7.4522,16.15,636244,4644581.2,,7.3,,,,,,,,
ATTN_config_16_128_16_16_2_rms_norm_True_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,98,96,40850,44264,1824,2520,548160,274080,5.3728,3.8095,7.4522,16.15,636244,4644581.2,,7.3,,,,,,,,
ATTN_config_16_128_16_16_2_rms_norm_True_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,98,94,40822,44122,1824,2520,548160,274080,5.3728,3.7302,7.4471,16.0982,636504,4646479.2,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_layer_norm_False_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,55,69,41767,43463,1824,2520,548160,274080,3.0154,2.7381,7.6195,15.8578,604303,4411411.899999999,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_layer_norm_False_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,55,69,41767,43463,1824,2520,548160,274080,3.0154,2.7381,7.6195,15.8578,604303,4411411.899999999,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_layer_norm_False_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,55,67,41739,43323,1824,2520,548160,274080,3.0154,2.6587,7.6144,15.8067,604563,4413309.899999999,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_layer_norm_ROPE_False_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,51,67,41694,43086,1824,2520,548160,274080,2.7961,2.6587,7.6062,15.7202,600463,4383379.899999999,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_layer_norm_ROPE_True_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,96,89,43974,48413,1824,2520,548160,274080,5.2632,3.5317,8.0221,17.6638,641428,4682424.399999999,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_layer_norm_True_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,100,91,44047,48790,1824,2520,548160,274080,5.4825,3.6111,8.0354,17.8014,645268,4710456.399999999,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_layer_norm_True_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,100,91,44047,48790,1824,2520,548160,274080,5.4825,3.6111,8.0354,17.8014,645268,4710456.399999999,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_layer_norm_True_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,100,89,44019,48651,1824,2520,548160,274080,5.4825,3.5317,8.0303,17.7507,645528,4712354.399999999,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_rms_norm_False_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,53,74,38570,38938,1824,2520,548160,274080,2.9057,2.9365,7.0363,14.2068,595283,4345565.899999999,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_rms_norm_False_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,53,74,38570,38938,1824,2520,548160,274080,2.9057,2.9365,7.0363,14.2068,595283,4345565.899999999,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_rms_norm_False_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,53,72,38542,38796,1824,2520,548160,274080,2.9057,2.8571,7.0312,14.155,595543,4347463.899999999,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_rms_norm_ROPE_False_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,49,72,38497,38559,1824,2520,548160,274080,2.6864,2.8571,7.0229,14.0685,591443,4317533.899999999,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_rms_norm_ROPE_True_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,94,94,40777,43886,1824,2520,548160,274080,5.1535,3.7302,7.4389,16.0121,632408,4616578.399999999,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_rms_norm_True_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,98,96,40850,44265,1824,2520,548160,274080,5.3728,3.8095,7.4522,16.1504,636248,4644610.399999999,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_rms_norm_True_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,98,96,40850,44265,1824,2520,548160,274080,5.3728,3.8095,7.4522,16.1504,636248,4644610.399999999,,7.3,,,,,,,,
ATTN_config_16_128_16_16_4_rms_norm_True_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,98,94,40822,44123,1824,2520,548160,274080,5.3728,3.7302,7.4471,16.0986,636508,4646508.399999999,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_layer_norm_False_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,67,69,41780,43343,1824,2520,548160,274080,3.6732,2.7381,7.6219,15.814,1153159,8418060.7,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_layer_norm_False_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,67,69,41780,43343,1824,2520,548160,274080,3.6732,2.7381,7.6219,15.814,1153159,8418060.7,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_layer_norm_False_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,67,67,41751,43203,1824,2520,548160,274080,3.6732,2.6587,7.6166,15.7629,1153675,8421827.5,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_layer_norm_ROPE_False_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,59,67,41703,42960,1824,2520,548160,274080,3.2346,2.6587,7.6078,15.6743,1145479,8361996.7,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_layer_norm_ROPE_True_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,112,89,43992,48300,1824,2520,548160,274080,6.1404,3.5317,8.0254,17.6226,1260172,9199255.6,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_layer_norm_True_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,120,91,44069,48683,1824,2520,548160,274080,6.5789,3.6111,8.0394,17.7623,1267852,9255319.6,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_layer_norm_True_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,120,91,44069,48683,1824,2520,548160,274080,6.5789,3.6111,8.0394,17.7623,1267852,9255319.6,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_layer_norm_True_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,120,89,44040,48544,1824,2520,548160,274080,6.5789,3.5317,8.0342,17.7116,1268368,9259086.4,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_rms_norm_False_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,65,74,38582,38939,1824,2520,548160,274080,3.5636,2.9365,7.0385,14.2072,1135947,8292413.1,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_rms_norm_False_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,65,74,38582,38939,1824,2520,548160,274080,3.5636,2.9365,7.0385,14.2072,1135947,8292413.1,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_rms_norm_False_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,65,72,38553,38797,1824,2520,548160,274080,3.5636,2.8571,7.0332,14.1554,1136463,8296179.899999999,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_rms_norm_ROPE_False_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,57,72,38505,38554,1824,2520,548160,274080,3.125,2.8571,7.0244,14.0667,1128267,8236349.1,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_rms_norm_ROPE_True_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,110,94,40794,43894,1824,2520,548160,274080,6.0307,3.7302,7.442,16.015,1242960,9073608.0,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_rms_norm_True_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,118,96,40871,44279,1824,2520,548160,274080,6.4693,3.8095,7.456,16.1555,1250640,9129672.0,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_rms_norm_True_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,118,96,40871,44279,1824,2520,548160,274080,6.4693,3.8095,7.456,16.1555,1250640,9129672.0,,7.3,,,,,,,,
ATTN_config_16_128_16_32_1_rms_norm_True_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,118,94,40842,44137,1824,2520,548160,274080,6.4693,3.7302,7.4507,16.1037,1251156,9133438.799999999,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_layer_norm_False_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,67,69,41788,43375,1824,2520,548160,274080,3.6732,2.7381,7.6233,15.8257,1153163,8418089.9,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_layer_norm_False_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,67,69,41788,43375,1824,2520,548160,274080,3.6732,2.7381,7.6233,15.8257,1153163,8418089.9,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_layer_norm_False_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,67,67,41759,43235,1824,2520,548160,274080,3.6732,2.6587,7.618,15.7746,1153679,8421856.7,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_layer_norm_ROPE_False_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,59,67,41711,42992,1824,2520,548160,274080,3.2346,2.6587,7.6093,15.6859,1145483,8362025.899999999,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_layer_norm_ROPE_True_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,112,89,44000,48333,1824,2520,548160,274080,6.1404,3.5317,8.0269,17.6346,1260176,9199284.799999999,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_layer_norm_True_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,120,91,44077,48716,1824,2520,548160,274080,6.5789,3.6111,8.0409,17.7744,1267856,9255348.799999999,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_layer_norm_True_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,120,91,44077,48716,1824,2520,548160,274080,6.5789,3.6111,8.0409,17.7744,1267856,9255348.799999999,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_layer_norm_True_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,120,89,44048,48577,1824,2520,548160,274080,6.5789,3.5317,8.0356,17.7237,1268372,9259115.6,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_rms_norm_False_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,65,74,38590,38971,1824,2520,548160,274080,3.5636,2.9365,7.0399,14.2188,1135951,8292442.3,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_rms_norm_False_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,65,74,38590,38971,1824,2520,548160,274080,3.5636,2.9365,7.0399,14.2188,1135951,8292442.3,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_rms_norm_False_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,65,72,38561,38829,1824,2520,548160,274080,3.5636,2.8571,7.0346,14.167,1136467,8296209.1,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_rms_norm_ROPE_False_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,57,72,38513,38586,1824,2520,548160,274080,3.125,2.8571,7.0259,14.0784,1128271,8236378.3,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_rms_norm_ROPE_True_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,110,94,40802,43927,1824,2520,548160,274080,6.0307,3.7302,7.4434,16.0271,1242964,9073637.2,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_rms_norm_True_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,118,96,40879,44312,1824,2520,548160,274080,6.4693,3.8095,7.4575,16.1675,1250644,9129701.2,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_rms_norm_True_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,118,96,40879,44312,1824,2520,548160,274080,6.4693,3.8095,7.4575,16.1675,1250644,9129701.2,,7.3,,,,,,,,
ATTN_config_16_128_16_32_2_rms_norm_True_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,118,94,40850,44170,1824,2520,548160,274080,6.4693,3.7302,7.4522,16.1157,1251160,9133468.0,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_layer_norm_False_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,67,69,41788,43376,1824,2520,548160,274080,3.6732,2.7381,7.6233,15.826,1153167,8418119.1,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_layer_norm_False_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,67,69,41788,43376,1824,2520,548160,274080,3.6732,2.7381,7.6233,15.826,1153167,8418119.1,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_layer_norm_False_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,67,67,41759,43236,1824,2520,548160,274080,3.6732,2.6587,7.618,15.775,1153683,8421885.9,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_layer_norm_ROPE_False_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,59,67,41711,42993,1824,2520,548160,274080,3.2346,2.6587,7.6093,15.6863,1145487,8362055.1,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_layer_norm_ROPE_True_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,112,89,44000,48334,1824,2520,548160,274080,6.1404,3.5317,8.0269,17.635,1260180,9199314.0,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_layer_norm_True_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,120,91,44077,48717,1824,2520,548160,274080,6.5789,3.6111,8.0409,17.7747,1267860,9255378.0,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_layer_norm_True_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,120,91,44077,48717,1824,2520,548160,274080,6.5789,3.6111,8.0409,17.7747,1267860,9255378.0,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_layer_norm_True_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,120,89,44048,48578,1824,2520,548160,274080,6.5789,3.5317,8.0356,17.724,1268376,9259144.799999999,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_rms_norm_False_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,65,74,38590,38972,1824,2520,548160,274080,3.5636,2.9365,7.0399,14.2192,1135955,8292471.5,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_rms_norm_False_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,65,74,38590,38972,1824,2520,548160,274080,3.5636,2.9365,7.0399,14.2192,1135955,8292471.5,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_rms_norm_False_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,65,72,38561,38830,1824,2520,548160,274080,3.5636,2.8571,7.0346,14.1674,1136471,8296238.3,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_rms_norm_ROPE_False_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,57,72,38513,38587,1824,2520,548160,274080,3.125,2.8571,7.0259,14.0787,1128275,8236407.5,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_rms_norm_ROPE_True_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,110,94,40802,43928,1824,2520,548160,274080,6.0307,3.7302,7.4434,16.0274,1242968,9073666.4,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_rms_norm_True_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,118,96,40879,44313,1824,2520,548160,274080,6.4693,3.8095,7.4575,16.1679,1250648,9129730.4,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_rms_norm_True_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,118,96,40879,44313,1824,2520,548160,274080,6.4693,3.8095,7.4575,16.1679,1250648,9129730.4,,7.3,,,,,,,,
ATTN_config_16_128_16_32_4_rms_norm_True_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,118,94,40850,44171,1824,2520,548160,274080,6.4693,3.7302,7.4522,16.1161,1251164,9133497.2,,7.3,,,,,,,,
ATTN_config_16_128_16_64_1_layer_norm_False_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,91,69,41805,43369,1824,2520,548160,274080,4.989,2.7381,7.6264,15.8235,2250887,16431475.1,,7.3,,,,,,,,
ATTN_config_16_128_16_64_1_layer_norm_False_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,91,69,41805,43369,1824,2520,548160,274080,4.989,2.7381,7.6264,15.8235,2250887,16431475.1,,7.3,,,,,,,,
ATTN_config_16_128_16_64_1_layer_norm_False_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,89,67,41775,43229,1824,2520,548160,274080,4.8794,2.6587,7.621,15.7724,2251915,16438979.5,,7.3,,,,,,,,
ATTN_config_16_128_16_64_1_layer_norm_ROPE_False_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,75,67,41724,42981,1824,2520,548160,274080,4.1118,2.6587,7.6116,15.6819,2235527,16319347.1,,7.3,,,,,,,,
ATTN_config_16_128_16_64_1_layer_norm_ROPE_True_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,144,89,44022,48333,1824,2520,548160,274080,7.8947,3.5317,8.0309,17.6346,2497676,18233034.8,,7.3,,,,,,,,
ATTN_config_16_128_16_64_1_layer_norm_True_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,160,91,44103,48721,1824,2520,548160,274080,8.7719,3.6111,8.0456,17.7762,2513036,18345162.8,,7.3,,,,,,,,
ATTN_config_16_128_16_64_1_layer_norm_True_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,160,91,44103,48721,1824,2520,548160,274080,8.7719,3.6111,8.0456,17.7762,2513036,18345162.8,,7.3,,,,,,,,
ATTN_config_16_128_16_64_1_layer_norm_True_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,158,89,44073,48582,1824,2520,548160,274080,8.6623,3.5317,8.0402,17.7255,2514064,18352667.2,,7.3,,,,,,,,
ATTN_config_16_128_16_64_1_rms_norm_False_DROPTrue_0.1_ap_fixed_16_5_,llm,vitis,csynth,,89,74,38602,38968,1824,2520,548160,274080,4.8794,2.9365,7.0421,14.2177,2217291,16186224.299999999,,7.3,,,,,,,,
ATTN_config_16_128_16_64_1_rms_norm_False_DROPTrue_0.3_ap_fixed_16_5_,llm,vitis,csynth,,89,74,38602,38968,1824,2520,548160,274080,4.8794,2.9365,7.0421,14.2177,2217291,16186224.299999999,,7.3,,,,,,,,
ATTN_config_16_128_16_64_1_rms_norm_False_DROPTrue_0.5_ap_fixed_16_5_,llm,vitis,csynth,,87,72,38572,38826,1824,2520,548160,274080,4.7697,2.8571,7.0366,14.1659,2218319,16193728.7,,7.3,,,,,,,,
ATTN_config_16_128_16_64_1_rms_norm_ROPE_False_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,73,72,38521,38578,1824,2520,548160,274080,4.0022,2.8571,7.0273,14.0755,2201931,16074096.299999999,,7.3,,,,,,,,
ATTN_config_16_128_16_64_1_rms_norm_ROPE_True_DROP_False_ap_fixed_16_5_,llm,vitis,csynth,,142,94,40819,43930,1824,2520,548160,274080,7.7851,3.7302,7.4465,16.0282,2464080,17987784.0,,7.3,,,,,,,,
