design,domain,tool,flow,datatype,bram,dsp,ff,lut,bram_avail,dsp_avail,ff_avail,lut_avail,bram_util,dsp_util,ff_util,lut_util,cycles,latency_ns,ii,target_clock_ns,achieved_clock_ns,fmax_mhz,power_w,power_dyn_w,power_static_w,timing_met,throughput,notes
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU4_PAD1_STRIDE1_BIASFalse_conv2d_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,55,5,5137,9576,1824,2520,548160,274080,3.0154,0.1984,0.9371,3.4939,124319,907528.7,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU4_PAD1_STRIDE1_BIASFalse_conv2d_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,55,8,7032,11121,1824,2520,548160,274080,3.0154,0.3175,1.2828,4.0576,124348,907740.4,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU4_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS2_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,55,21,5951,10781,1824,2520,548160,274080,3.0154,0.8333,1.0856,3.9335,301685,2202300.5,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU4_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS2_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,55,24,7846,12326,1824,2520,548160,274080,3.0154,0.9524,1.4313,4.4972,301714,2202512.1999999997,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU4_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS4_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,55,5,5441,9757,1824,2520,548160,274080,3.0154,0.1984,0.9926,3.5599,150607,1099431.0999999999,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU4_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS4_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,55,8,7336,11302,1824,2520,548160,274080,3.0154,0.3175,1.3383,4.1236,150636,1099642.8,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU4_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,55,5,5313,9897,1824,2520,548160,274080,3.0154,0.1984,0.9692,3.611,124348,907740.4,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU4_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,55,8,7208,11446,1824,2520,548160,274080,3.0154,0.3175,1.3149,4.1762,124377,907952.1,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU4_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS2_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,55,21,6127,11102,1824,2520,548160,274080,3.0154,0.8333,1.1177,4.0506,301714,2202512.1999999997,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU4_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS2_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,55,24,8022,12651,1824,2520,548160,274080,3.0154,0.9524,1.4634,4.6158,301743,2202723.9,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU4_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS4_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,55,5,5617,10078,1824,2520,548160,274080,3.0154,0.1984,1.0247,3.677,150636,1099642.8,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU4_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS4_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,55,8,7512,11627,1824,2520,548160,274080,3.0154,0.3175,1.3704,4.2422,150665,1099854.5,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU8_PAD1_STRIDE1_BIASFalse_conv2d_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,9,5472,10374,1824,2520,548160,274080,2.7961,0.3571,0.9982,3.785,121619,887818.7,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU8_PAD1_STRIDE1_BIASFalse_conv2d_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,12,7239,11855,1824,2520,548160,274080,2.7961,0.4762,1.3206,4.3254,121648,888030.4,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU8_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS2_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,9,5800,10569,1824,2520,548160,274080,2.7961,0.3571,1.0581,3.8562,103683,756885.9,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU8_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS2_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,12,7567,12050,1824,2520,548160,274080,2.7961,0.4762,1.3804,4.3965,103712,757097.6,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU8_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS4_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,5,5610,10582,1824,2520,548160,274080,2.7961,0.1984,1.0234,3.8609,148807,1086291.0999999999,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU8_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS4_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,8,7377,12063,1824,2520,548160,274080,2.7961,0.3175,1.3458,4.4013,148836,1086502.8,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU8_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,9,5711,10847,1824,2520,548160,274080,2.7961,0.3571,1.0418,3.9576,121648,888030.4,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU8_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,12,7478,12332,1824,2520,548160,274080,2.7961,0.4762,1.3642,4.4994,121677,888242.1,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU8_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS2_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,9,6039,11042,1824,2520,548160,274080,2.7961,0.3571,1.1017,4.0288,103712,757097.6,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU8_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS2_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,12,7806,12527,1824,2520,548160,274080,2.7961,0.4762,1.424,4.5706,103741,757309.2999999999,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU8_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS4_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,5,5849,11055,1824,2520,548160,274080,2.7961,0.1984,1.067,4.0335,148836,1086502.8,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN1_UFCOU8_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS4_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,8,7616,12540,1824,2520,548160,274080,2.7961,0.3175,1.3894,4.5753,148865,1086714.5,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU1_PAD1_STRIDE1_BIASFalse_conv2d_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,55,5,5401,9504,1824,2520,548160,274080,3.0154,0.1984,0.9853,3.4676,407819,2977078.6999999997,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU1_PAD1_STRIDE1_BIASFalse_conv2d_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,55,8,7104,10953,1824,2520,548160,274080,3.0154,0.3175,1.296,3.9963,407848,2977290.4,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU1_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS2_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,55,5,5521,9691,1824,2520,548160,274080,3.0154,0.1984,1.0072,3.5358,757083,5526705.899999999,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU1_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS2_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,55,8,7224,11140,1824,2520,548160,274080,3.0154,0.3175,1.3179,4.0645,757112,5526917.6,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU1_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS4_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,55,5,5531,9694,1824,2520,548160,274080,3.0154,0.1984,1.009,3.5369,1443007,10533951.1,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU1_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS4_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,55,8,7234,11143,1824,2520,548160,274080,3.0154,0.3175,1.3197,4.0656,1443036,10534162.799999999,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU1_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,55,5,5534,9714,1824,2520,548160,274080,3.0154,0.1984,1.0096,3.5442,407848,2977290.4,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU1_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,55,8,7237,11167,1824,2520,548160,274080,3.0154,0.3175,1.3202,4.0744,407877,2977502.1,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU1_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS2_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,55,5,5654,9901,1824,2520,548160,274080,3.0154,0.1984,1.0315,3.6124,757112,5526917.6,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU1_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS2_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,55,8,7357,11354,1824,2520,548160,274080,3.0154,0.3175,1.3421,4.1426,757141,5527129.3,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU1_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS4_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,55,5,5664,9904,1824,2520,548160,274080,3.0154,0.1984,1.0333,3.6135,1443036,10534162.799999999,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU1_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS4_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,55,8,7367,11357,1824,2520,548160,274080,3.0154,0.3175,1.344,4.1437,1443065,10534374.5,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU4_PAD1_STRIDE1_BIASFalse_conv2d_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,17,5959,10923,1824,2520,548160,274080,2.7961,0.6746,1.0871,3.9853,224219,1636798.7,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU4_PAD1_STRIDE1_BIASFalse_conv2d_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,20,7854,12468,1824,2520,548160,274080,2.7961,0.7937,1.4328,4.549,224248,1637010.4,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU4_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS2_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,17,7814,13289,1824,2520,548160,274080,2.7961,0.6746,1.4255,4.8486,487083,3555705.9,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU4_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS2_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,20,9709,14834,1824,2520,548160,274080,2.7961,0.7937,1.7712,5.4123,487112,3555917.6,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU4_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS4_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,17,6013,10078,1824,2520,548160,274080,2.7961,0.6746,1.0969,3.677,89411,652700.2999999999,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU4_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS4_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,20,7908,11623,1824,2520,548160,274080,2.7961,0.7937,1.4426,4.2407,89440,652912.0,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU4_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,17,6135,11244,1824,2520,548160,274080,2.7961,0.6746,1.1192,4.1025,224248,1637010.4,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU4_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,20,8030,12793,1824,2520,548160,274080,2.7961,0.7937,1.4649,4.6676,224277,1637222.0999999999,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU4_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS2_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,17,7990,13610,1824,2520,548160,274080,2.7961,0.6746,1.4576,4.9657,487112,3555917.6,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU4_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS2_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,20,9885,15159,1824,2520,548160,274080,2.7961,0.7937,1.8033,5.5309,487141,3556129.3,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU4_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS4_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,17,6189,10399,1824,2520,548160,274080,2.7961,0.6746,1.129,3.7941,89440,652912.0,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU4_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS4_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,20,8084,11948,1824,2520,548160,274080,2.7961,0.7937,1.4748,4.3593,89469,653123.7,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU8_PAD1_STRIDE1_BIASFalse_conv2d_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,33,6531,12492,1824,2520,548160,274080,2.7961,1.3095,1.1914,4.5578,193619,1413418.7,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU8_PAD1_STRIDE1_BIASFalse_conv2d_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,36,8298,13973,1824,2520,548160,274080,2.7961,1.4286,1.5138,5.0981,193648,1413630.4,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU8_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS2_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,33,7398,11653,1824,2520,548160,274080,2.7961,1.3095,1.3496,4.2517,110883,809445.9,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU8_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS2_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,36,9165,13134,1824,2520,548160,274080,2.7961,1.4286,1.672,4.792,110912,809657.6,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU8_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS4_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,17,6310,11421,1824,2520,548160,274080,2.7961,0.6746,1.1511,4.167,87611,639560.2999999999,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU8_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS4_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,20,8077,12902,1824,2520,548160,274080,2.7961,0.7937,1.4735,4.7074,87640,639772.0,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU8_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,33,6770,12965,1824,2520,548160,274080,2.7961,1.3095,1.235,4.7304,193648,1413630.4,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU8_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,36,8537,14450,1824,2520,548160,274080,2.7961,1.4286,1.5574,5.2722,193677,1413842.0999999999,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU8_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS2_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,33,7637,12126,1824,2520,548160,274080,2.7961,1.3095,1.3932,4.4243,110912,809657.6,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU8_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS2_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,36,9404,13611,1824,2520,548160,274080,2.7961,1.4286,1.7156,4.9661,110941,809869.2999999999,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU8_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS4_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,17,6549,11894,1824,2520,548160,274080,2.7961,0.6746,1.1947,4.3396,87640,639772.0,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN4_UFCOU8_PAD1_STRIDE1_BIASTrue_group_conv2d_GROUPS4_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,20,8316,13379,1824,2520,548160,274080,2.7961,0.7937,1.5171,4.8814,87669,639983.7,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN8_UFCOU1_PAD1_STRIDE1_BIASFalse_conv2d_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,9,5988,10557,1824,2520,548160,274080,2.7961,0.3571,1.0924,3.8518,406019,2963938.6999999997,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN8_UFCOU1_PAD1_STRIDE1_BIASFalse_conv2d_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,12,7691,12006,1824,2520,548160,274080,2.7961,0.4762,1.4031,4.3805,406048,2964150.4,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN8_UFCOU1_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS2_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,9,6199,10850,1824,2520,548160,274080,2.7961,0.3571,1.1309,3.9587,767883,5605545.899999999,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN8_UFCOU1_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS2_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,12,7902,12299,1824,2520,548160,274080,2.7961,0.4762,1.4415,4.4874,767912,5605757.6,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN8_UFCOU1_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS4_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,9,6190,11862,1824,2520,548160,274080,2.7961,0.3571,1.1292,4.3279,1464607,10691631.1,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN8_UFCOU1_PAD1_STRIDE1_BIASFalse_group_conv2d_GROUPS4_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,12,7893,13311,1824,2520,548160,274080,2.7961,0.4762,1.4399,4.8566,1464636,10691842.799999999,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN8_UFCOU1_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONrelu_ap_fixed_16_5_,conv,vitis,csynth,,51,9,6121,10767,1824,2520,548160,274080,2.7961,0.3571,1.1166,3.9284,406048,2964150.4,,7.3,,,,,,,,
config_CIN16_HIN28_WIN28_COUT16_K1_UFCIN8_UFCOU1_PAD1_STRIDE1_BIASTrue_conv2d_ACTIVATIONsigmoid_ap_fixed_16_5_,conv,vitis,csynth,,51,12,7824,12220,1824,2520,548160,274080,2.7961,0.4762,1.4273,4.4586,406077,2964362.1,,7.3,,,,,,,,
