Project,Function,CYCLE,LATENCY,BRAM,DSP,FF,LUT,BRAM_Utilization,LUT_Utilization,FF_Utilization,DSP_Utilization
GEMM_config_M256_K64_N1024_UM1_UK4_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,150862,1.509 ms,163,36,3337,5542,8.93640350877193,2.02,0.6087638645650905,1.43
GEMM_config_M256_K64_N1024_UM1_UK4_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,100175,1.002 ms,177,96,3473,7524,9.703947368421053,2.75,0.6335741389375366,3.81
GEMM_config_M256_K64_N1024_UM1_UK4_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,87823,0.878 ms,201,288,6090,18040,11.019736842105262,6.58,1.1109894921190893,11.43
GEMM_config_M256_K64_N1024_UM1_UK16_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,150850,1.508 ms,183,132,5471,11307,10.032894736842106,4.13,0.9980662580268534,5.24
GEMM_config_M256_K64_N1024_UM1_UK16_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,100163,1.002 ms,189,336,5881,18164,10.361842105263158,6.63,1.0728619381202569,13.33
GEMM_config_M256_K64_N1024_UM1_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,87811,0.878 ms,341,1112,7824,48174,18.695175438596493,17.58,1.4273204903677759,44.13
GEMM_config_M256_K64_N1024_UM4_UK1_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,168327,1.683 ms,162,24,3060,4949,8.881578947368421,1.81,0.558231173380035,0.95
GEMM_config_M256_K64_N1024_UM4_UK1_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,134279,1.343 ms,170,48,3758,7207,9.320175438596491,2.63,0.6855662580268534,1.9
GEMM_config_M256_K64_N1024_UM4_UK1_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,121735,1.217 ms,202,104,5672,14367,11.074561403508772,5.24,1.0347343841214245,4.13
GEMM_config_M256_K64_N1024_UM4_UK4_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,156307,1.563 ms,166,84,3769,7618,9.100877192982457,2.78,0.687572971395213,3.33
GEMM_config_M256_K64_N1024_UM4_UK4_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,105619,1.056 ms,180,144,3905,9592,9.868421052631579,3.5,0.7123832457676591,5.71
GEMM_config_M256_K64_N1024_UM4_UK4_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,97427,0.974 ms,204,312,7166,24246,11.18421052631579,8.85,1.3072825452422652,12.38
GEMM_config_M256_K64_N1024_UM4_UK16_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,153223,1.532 ms,218,324,5967,18937,11.951754385964913,6.91,1.0885507880910683,12.86
GEMM_config_M256_K64_N1024_UM4_UK16_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,102535,1.025 ms,224,528,6377,25793,12.280701754385964,9.41,1.1633464681844718,20.95
GEMM_config_M256_K64_N1024_UM4_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,89991,0.900 ms,376,1304,8320,55803,20.614035087719298,20.36,1.5178050204319906,51.75
GEMM_config_M256_K64_N1024_UM16_UK1_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,168279,1.683 ms,158,72,4826,8346,8.662280701754387,3.05,0.8803998832457676,2.86
GEMM_config_M256_K64_N1024_UM16_UK1_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,134231,1.342 ms,166,96,6436,14472,9.100877192982457,5.28,1.1741097489784005,3.81
GEMM_config_M256_K64_N1024_UM16_UK1_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,121687,1.217 ms,198,152,8866,30356,10.855263157894738,11.08,1.6174109748978398,6.03
GEMM_config_M256_K64_N1024_UM16_UK4_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,156259,1.563 ms,194,276,5657,15892,10.635964912280702,5.8,1.031997956800934,10.95
GEMM_config_M256_K64_N1024_UM16_UK4_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,105571,1.056 ms,208,336,5793,17873,11.403508771929824,6.52,1.05680823117338,13.33
GEMM_config_M256_K64_N1024_UM16_UK4_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,97379,0.974 ms,232,408,12978,47035,12.719298245614036,17.16,2.3675569176882663,16.19
GEMM_config_M256_K64_N1024_UM16_UK16_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,153175,1.532 ms,406,1092,8047,48326,22.25877192982456,17.63,1.4680020431990661,43.33
GEMM_config_M256_K64_N1024_UM16_UK16_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,102487,1.025 ms,412,1296,8457,55181,22.587719298245617,20.13,1.5427977232924694,51.43
GEMM_config_M256_K64_N1024_UM16_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,89943,0.899 ms,564,2072,10400,85191,30.92105263157895,31.08,1.8972562755399884,82.22
GEMM_config_M256_K256_N64_UM1_UK1_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,164295,1.643 ms,156,12,2572,4198,8.552631578947368,1.53,0.46920607122008173,0.48
GEMM_config_M256_K256_N64_UM1_UK1_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,201107,2.011 ms,162,36,3029,5437,8.881578947368421,1.98,0.5525758902510216,1.43
GEMM_config_M256_K256_N64_UM1_UK1_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,198031,1.980 ms,154,92,5871,10232,8.442982456140351,3.73,1.07103765323993,3.65
GEMM_config_M256_K256_N64_UM1_UK4_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,99839,0.998 ms,167,36,3180,5469,9.155701754385964,2.0,0.5801225919439579,1.43
GEMM_config_M256_K256_N64_UM1_UK4_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,87503,0.875 ms,165,96,3518,7517,9.046052631578947,2.74,0.6417834208990076,3.81
GEMM_config_M256_K256_N64_UM1_UK4_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,117194,1.172 ms,189,288,6992,18152,10.361842105263158,6.62,1.2755399883245766,11.43
GEMM_config_M256_K256_N64_UM1_UK16_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,99791,0.998 ms,167,132,5881,11260,9.155701754385964,4.11,1.0728619381202569,5.24
GEMM_config_M256_K256_N64_UM1_UK16_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,87455,0.875 ms,197,336,6349,18255,10.800438596491228,6.66,1.1582384705195563,13.33
GEMM_config_M256_K256_N64_UM1_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,84379,0.844 ms,389,1112,8294,48265,21.326754385964914,17.61,1.5130618797431408,44.13
GEMM_config_M256_K256_N64_UM4_UK1_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,165447,1.654 ms,163,24,3049,4957,8.93640350877193,1.81,0.5562244600116754,0.95
GEMM_config_M256_K256_N64_UM4_UK1_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,218855,2.189 ms,169,48,3787,7231,9.265350877192983,2.64,0.6908566841798015,1.9
GEMM_config_M256_K256_N64_UM4_UK1_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,215767,2.158 ms,161,104,6882,14501,8.826754385964913,5.29,1.2554728546409808,4.13
GEMM_config_M256_K256_N64_UM4_UK4_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,117379,1.174 ms,178,84,3639,7563,9.758771929824562,2.76,0.6638572679509632,3.33
GEMM_config_M256_K256_N64_UM4_UK4_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,104995,1.050 ms,176,144,3977,9603,9.649122807017543,3.5,0.7255180969060128,5.71
GEMM_config_M256_K256_N64_UM4_UK4_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,118547,1.185 ms,200,312,8296,24385,10.964912280701753,8.9,1.513426736719206,12.38
GEMM_config_M256_K256_N64_UM4_UK16_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,105043,1.050 ms,170,324,6479,18890,9.320175438596491,6.89,1.1819541739638062,12.86
GEMM_config_M256_K256_N64_UM4_UK16_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,92659,0.927 ms,200,528,6947,25884,10.964912280701753,9.44,1.2673307063631056,20.95
GEMM_config_M256_K256_N64_UM4_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,89571,0.896 ms,392,1304,8892,55894,21.49122807017544,20.39,1.62215411558669,51.75
GEMM_config_M256_K256_N64_UM16_UK1_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,165399,1.654 ms,167,72,4863,8426,9.155701754385964,3.07,0.8871497373029773,2.86
GEMM_config_M256_K256_N64_UM16_UK1_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,218807,2.188 ms,173,96,6681,14568,9.484649122807017,5.32,1.2188047285464096,3.81
GEMM_config_M256_K256_N64_UM16_UK1_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,215719,2.157 ms,165,152,10892,30562,9.046052631578947,11.15,1.9870110916520725,6.03
GEMM_config_M256_K256_N64_UM16_UK4_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,117331,1.173 ms,174,276,5647,15861,9.539473684210527,5.79,1.0301736719206072,10.95
GEMM_config_M256_K256_N64_UM16_UK4_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,104947,1.049 ms,172,336,5985,17908,9.429824561403509,6.53,1.0918345008756567,13.33
GEMM_config_M256_K256_N64_UM16_UK4_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,118499,1.185 ms,196,408,14900,47198,10.74561403508772,17.22,2.7181844716870986,16.19
GEMM_config_M256_K256_N64_UM16_UK16_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,104995,1.050 ms,294,1092,8967,48303,16.11842105263158,17.62,1.635836252189142,43.33
GEMM_config_M256_K256_N64_UM16_UK16_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,92611,0.926 ms,324,1296,9435,55296,17.763157894736842,20.18,1.7212127845884413,51.43
GEMM_config_M256_K256_N64_UM16_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,89523,0.895 ms,516,2072,11380,85306,28.289473684210524,31.12,2.0760361938120258,82.22
GEMM_config_M256_K256_N256_UM1_UK1_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,262983,2.630 ms,242,12,2593,4204,13.267543859649123,1.53,0.4730370694687683,0.48
GEMM_config_M256_K256_N256_UM1_UK1_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,213635,2.136 ms,258,36,2802,5401,14.144736842105262,1.97,0.5111646234676007,1.43
GEMM_config_M256_K256_N256_UM1_UK1_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,201331,2.013 ms,250,92,5921,10342,13.706140350877194,3.77,1.0801590776415646,3.65
GEMM_config_M256_K256_N256_UM1_UK4_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,198527,1.985 ms,259,36,3082,5473,14.199561403508772,2.0,0.5622446001167543,1.43
GEMM_config_M256_K256_N256_UM1_UK4_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,149183,1.492 ms,273,96,3190,7467,14.967105263157896,2.72,0.5819468768242849,3.81
GEMM_config_M256_K256_N256_UM1_UK4_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,136879,1.369 ms,257,288,7016,18230,14.089912280701755,6.65,1.2799182720373614,11.43
GEMM_config_M256_K256_N256_UM1_UK16_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,198479,1.985 ms,263,132,5959,11464,14.418859649122806,4.18,1.0870913601868066,5.24
GEMM_config_M256_K256_N256_UM1_UK16_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,149135,1.491 ms,269,336,6271,18357,14.74780701754386,6.7,1.1440090484530063,13.33
GEMM_config_M256_K256_N256_UM1_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,136831,1.368 ms,389,1112,8854,48495,21.326754385964914,17.69,1.6152218330414476,44.13
GEMM_config_M256_K256_N256_UM4_UK1_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,264327,2.643 ms,249,24,3070,4963,13.651315789473683,1.81,0.560055458260362,0.95
GEMM_config_M256_K256_N256_UM4_UK1_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,280583,2.806 ms,265,48,3560,7195,14.528508771929824,2.63,0.6494454173963806,1.9
GEMM_config_M256_K256_N256_UM4_UK1_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,268231,2.682 ms,257,104,6932,14611,14.089912280701755,5.33,1.2645942790426155,4.13
GEMM_config_M256_K256_N256_UM4_UK4_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,216259,2.163 ms,270,84,3541,7567,14.802631578947366,2.76,0.6459792761237595,3.33
GEMM_config_M256_K256_N256_UM4_UK4_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,166723,1.667 ms,284,144,3649,9553,15.570175438596493,3.49,0.6656815528312902,5.71
GEMM_config_M256_K256_N256_UM4_UK4_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,171011,1.710 ms,268,312,8320,24463,14.692982456140353,8.93,1.5178050204319906,12.38
GEMM_config_M256_K256_N256_UM4_UK16_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,203923,2.039 ms,266,324,6557,19094,14.583333333333334,6.97,1.1961835960303562,12.86
GEMM_config_M256_K256_N256_UM4_UK16_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,154387,1.544 ms,272,528,6869,25986,14.912280701754385,9.48,1.2531012842965559,20.95
GEMM_config_M256_K256_N256_UM4_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,142035,1.420 ms,392,1304,9452,56124,21.49122807017544,20.48,1.7243140688849972,51.75
GEMM_config_M256_K256_N256_UM16_UK1_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,264279,2.643 ms,253,72,4884,8432,13.87061403508772,3.08,0.8909807355516638,2.86
GEMM_config_M256_K256_N256_UM16_UK1_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,280535,2.805 ms,269,96,6454,14532,14.74780701754386,5.3,1.1773934617629889,3.81
GEMM_config_M256_K256_N256_UM16_UK1_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,268183,2.682 ms,261,152,10942,30672,14.309210526315788,11.19,1.996132516053707,6.03
GEMM_config_M256_K256_N256_UM16_UK4_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,216211,2.162 ms,266,276,5549,15865,14.583333333333334,5.79,1.0122956800934033,10.95
GEMM_config_M256_K256_N256_UM16_UK4_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,166675,1.667 ms,280,336,5657,17858,15.350877192982457,6.52,1.031997956800934,13.33
GEMM_config_M256_K256_N256_UM16_UK4_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,170963,1.710 ms,264,408,14924,47276,14.473684210526317,17.25,2.722562755399883,16.19
GEMM_config_M256_K256_N256_UM16_UK16_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,203875,2.039 ms,390,1092,9045,48507,21.38157894736842,17.7,1.6500656742556918,43.33
GEMM_config_M256_K256_N256_UM16_UK16_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,154339,1.543 ms,396,1296,9357,55398,21.710526315789476,20.21,1.7069833625218915,51.43
GEMM_config_M256_K256_N256_UM16_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,141987,1.420 ms,516,2072,11940,85536,28.289473684210524,31.21,2.178196147110333,82.22
GEMM_config_M256_K256_N1024_UM1_UK1_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,658502,6.585 ms,591,12,2613,4250,32.401315789473685,1.55,0.47668563922942203,0.48
GEMM_config_M256_K256_N1024_UM1_UK1_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,394819,3.948 ms,603,36,2830,5437,33.05921052631579,1.98,0.516272621132516,1.43
GEMM_config_M256_K256_N1024_UM1_UK1_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,345603,3.456 ms,635,92,4948,10232,34.81359649122807,3.73,0.902656158785756,3.65
GEMM_config_M256_K256_N1024_UM1_UK4_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,594046,5.940 ms,603,36,3112,5532,33.05921052631579,2.02,0.5677174547577349,1.43
GEMM_config_M256_K256_N1024_UM1_UK4_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,395903,3.959 ms,625,96,3246,7504,34.265350877192986,2.74,0.5921628721541156,3.81
GEMM_config_M256_K256_N1024_UM1_UK4_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,346687,3.467 ms,673,288,6144,18139,36.896929824561404,6.62,1.1208406304728546,11.43
GEMM_config_M256_K256_N1024_UM1_UK16_UN1_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,593998,5.940 ms,631,132,5525,11467,34.594298245614034,4.18,1.0079173963806187,5.24
GEMM_config_M256_K256_N1024_UM1_UK16_UN4_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,395855,3.959 ms,669,336,5935,18290,36.67763157894737,6.67,1.0827130764740223,13.33
GEMM_config_M256_K256_N1024_UM1_UK16_UN16_ijk_BIAS_False_INLINE_True_COMPORDER_option_1_ap_fixed_32_10_,Overall,346639,3.466 ms,693,1112,7878,48300,37.993421052631575,17.62,1.437171628721541,44.13
